gara,team,drv,fonte,compound,lap_start,lap_end,n,life_start,life_end,life_span,pace,disp,delta_t,n_out,vicino_ritiro,stability,information
Giappone,Red Bull Racing,HAD,FP,HARD,17,27,10,11,20,9,96.179,1.469,4.057,4,False,0.52,0.605
Giappone,Red Bull Racing,VER,FP,MEDIUM,16,26,10,10,19,9,96.687,0.382,1.382,1,False,0.9,0.512
Giappone,Williams,SAI,FP,MEDIUM,2,8,4,2,8,6,94.056,0.656,1.736,0,False,1.0,0.415
Giappone,Williams,SAI,FP,MEDIUM,11,16,6,11,16,5,94.6,0.305,1.028,2,False,0.8,0.331
Giappone,Williams,ALB,FP,HARD,3,12,4,3,11,8,94.864,0.92,2.274,0,False,0.962,0.482
Giappone,Williams,SAI,FP,MEDIUM,21,25,4,11,14,3,95.01,0.264,0.739,0,False,1.0,0.224
Giappone,Williams,ALB,FP,MEDIUM,17,25,9,12,20,8,97.22,0.242,0.897,1,False,0.9,0.407
Giappone,Williams,SAI,FP,HARD,16,25,9,12,21,9,97.378,2.053,6.629,2,False,0.428,0.586
Giappone,Alpine,GAS,Race,HARD,28,53,26,6,31,25,94.04,0.429,2.121,3,False,0.72,1.0
Giappone,Alpine,COL,Race,HARD,28,53,26,11,36,25,95.13,0.537,2.161,3,False,0.72,1.0
Giappone,Alpine,GAS,Race,MEDIUM,1,21,20,2,21,19,95.831,0.187,0.707,1,False,0.9,0.729
Giappone,Alpine,COL,Race,MEDIUM,1,16,15,2,16,14,96.702,0.274,0.929,1,False,0.9,0.603
Giappone,Aston Martin,ALO,Race,MEDIUM,28,52,25,5,29,24,97.337,0.653,2.886,2,False,0.781,1.0
Giappone,Aston Martin,STR,Race,MEDIUM,1,20,19,2,20,18,98.426,0.245,1.17,1,False,0.9,0.766
Giappone,Aston Martin,ALO,Race,MEDIUM,1,20,19,2,20,18,98.517,0.229,1.023,1,False,0.9,0.744
Giappone,Audi,HUL,Race,HARD,28,53,26,5,30,25,94.531,0.877,3.088,4,False,0.479,1.0
Giappone,Audi,BOR,Race,HARD,28,53,26,6,31,25,95.017,0.624,2.743,4,False,0.72,1.0
Giappone,Audi,HUL,Race,MEDIUM,1,21,20,2,21,19,96.581,0.653,2.444,1,False,0.881,0.923
Giappone,Audi,BOR,Race,MEDIUM,1,21,20,2,21,19,96.632,0.636,3.099,1,False,0.898,0.923
Giappone,Cadillac,PER,Race,HARD,28,53,26,7,32,25,96.227,0.29,1.351,4,False,0.72,0.903
Giappone,Cadillac,BOT,Race,MEDIUM,28,52,24,9,33,24,97.062,0.621,2.949,3,False,0.72,1.0
Giappone,Cadillac,PER,Race,MEDIUM,1,20,19,2,20,18,97.961,0.329,1.483,5,False,0.72,0.813
Giappone,Cadillac,BOT,Race,HARD,1,18,17,2,18,16,98.823,0.823,3.702,1,False,0.713,0.827
Giappone,Ferrari,LEC,Race,HARD,28,53,26,11,36,25,93.471,0.499,2.653,2,False,0.8,1.0
Giappone,Ferrari,HAM,Race,HARD,28,53,26,6,31,25,93.719,0.58,2.912,5,False,0.72,1.0
Giappone,Ferrari,LEC,Race,MEDIUM,1,16,16,1,16,15,95.296,0.423,1.476,3,False,0.72,0.717
Giappone,Ferrari,HAM,Race,MEDIUM,1,21,21,1,21,20,95.355,0.703,3.51,1,False,0.832,0.955
Giappone,Haas F1 Team,OCO,Race,HARD,28,53,26,9,34,25,94.779,0.424,2.384,6,False,0.72,1.0
Giappone,Haas F1 Team,OCO,Race,MEDIUM,1,18,17,2,18,16,96.55,0.36,1.635,3,False,0.72,0.773
Giappone,Haas F1 Team,BEA,Race,MEDIUM,1,15,14,2,15,13,96.764,0.451,1.499,2,False,0.8,0.657
Giappone,McLaren,PIA,Race,HARD,28,53,26,10,35,25,93.476,0.261,1.318,3,False,0.72,0.898
Giappone,McLaren,NOR,Race,HARD,28,53,26,12,37,25,93.613,0.508,2.04,4,False,0.72,1.0
Giappone,McLaren,PIA,Race,MEDIUM,1,17,17,1,17,16,95.095,0.236,1.022,1,False,0.9,0.681
Giappone,McLaren,NOR,Race,MEDIUM,1,15,15,1,15,14,95.315,0.597,2.301,3,False,0.72,0.764
Giappone,Mercedes,ANT,Race,HARD,28,53,26,6,31,25,92.918,0.359,1.631,6,False,0.72,0.945
Giappone,Mercedes,RUS,Race,HARD,28,53,26,7,32,25,93.469,0.565,2.693,3,False,0.72,1.0
Giappone,Mercedes,RUS,Race,MEDIUM,1,20,20,1,20,19,95.01,0.7,3.354,2,False,0.735,0.923
Giappone,Mercedes,ANT,Race,MEDIUM,1,21,20,2,21,19,95.095,0.548,2.216,1,False,0.9,0.923
Giappone,Racing Bulls,LAW,Race,HARD,28,53,26,6,31,25,94.795,0.38,2.146,4,False,0.72,1.0
Giappone,Racing Bulls,LIN,Race,HARD,28,53,26,10,35,25,94.879,0.525,2.107,4,False,0.72,1.0
Giappone,Racing Bulls,LIN,Race,MEDIUM,1,17,16,2,17,15,96.513,0.738,2.67,3,False,0.617,0.795
Giappone,Racing Bulls,LAW,Race,MEDIUM,1,21,20,2,21,19,96.672,0.284,1.078,1,False,0.9,0.784
Giappone,Red Bull Racing,VER,Race,HARD,28,53,26,6,31,25,93.981,0.486,2.459,3,False,0.72,1.0
Giappone,Red Bull Racing,HAD,Race,HARD,28,53,26,9,34,25,94.823,0.666,2.539,1,False,0.868,1.0
Giappone,Red Bull Racing,VER,Race,MEDIUM,1,21,20,2,21,19,95.741,0.378,1.387,3,False,0.72,0.831
Giappone,Red Bull Racing,HAD,Race,MEDIUM,1,18,17,2,18,16,96.672,0.697,2.675,2,False,0.738,0.827
Giappone,Williams,SAI,Race,HARD,28,53,26,6,31,25,95.089,0.51,2.019,7,False,0.72,1.0
Giappone,Williams,ALB,Race,HARD,28,44,17,6,22,16,95.464,0.561,1.891,2,False,0.8,0.811
Giappone,Williams,SAI,Race,MEDIUM,1,21,20,2,21,19,96.893,0.461,1.421,0,False,1.0,0.836
Giappone,Williams,ALB,Race,MEDIUM,1,21,20,2,21,19,97.043,0.374,1.659,1,False,0.9,0.872
Miami,Alpine,GAS,FP,HARD,12,23,7,13,23,10,93.915,1.303,4.141,3,False,0.569,0.564
Miami,Alpine,COL,FP,HARD,14,23,10,14,23,9,94.413,0.908,2.838,2,False,0.766,0.605
Miami,Aston Martin,ALO,FP,SOFT,10,19,5,3,11,8,92.963,1.333,2.87,2,False,0.641,0.5
Miami,Aston Martin,STR,FP,HARD,3,8,4,3,8,5,95.828,1.23,2.801,0,False,0.871,0.441
Miami,Audi,HUL,FP,HARD,2,8,4,2,8,6,92.834,0.109,0.243,0,False,1.0,0.191
Miami,Audi,BOR,FP,HARD,2,11,4,3,11,8,93.732,0.436,1.073,1,False,0.9,0.343
Miami,Audi,HUL,FP,HARD,17,24,8,17,24,7,94.633,0.539,1.795,1,False,0.9,0.51
Miami,Cadillac,PER,FP,MEDIUM,9,16,8,9,16,7,97.231,0.267,0.714,1,False,0.9,0.348
Miami,Cadillac,BOT,FP,MEDIUM,12,19,8,12,19,7,97.81,0.744,2.009,0,False,1.0,0.541
Miami,Ferrari,LEC,FP,HARD,21,29,9,21,29,8,93.424,0.388,1.211,0,False,1.0,0.454
Miami,Ferrari,HAM,FP,HARD,19,27,9,19,27,8,93.605,0.3,1.071,1,False,0.9,0.433
Miami,Haas F1 Team,OCO,FP,HARD,14,22,9,14,22,8,94.551,0.465,1.695,1,False,0.9,0.527
Miami,Haas F1 Team,BEA,FP,HARD,14,23,10,14,23,9,94.768,0.381,1.148,2,False,0.8,0.477
Miami,McLaren,PIA,FP,HARD,16,23,8,3,10,7,93.889,0.905,2.765,0,False,0.967,0.541
Miami,McLaren,NOR,FP,HARD,18,25,8,18,25,7,94.329,0.475,1.655,1,False,0.9,0.489
Miami,Mercedes,RUS,FP,HARD,13,23,10,13,23,10,93.047,0.301,1.076,1,False,0.9,0.48
Miami,Mercedes,ANT,FP,HARD,11,23,13,11,23,12,93.058,0.728,2.332,4,False,0.72,0.7
Miami,Racing Bulls,LAW,FP,HARD,2,10,4,2,10,8,92.716,1.131,2.804,1,False,0.8,0.482
Miami,Racing Bulls,LAW,FP,HARD,16,27,12,16,27,11,95.832,0.452,1.739,1,False,0.9,0.629
Miami,Racing Bulls,LIN,FP,HARD,17,23,7,17,23,6,96.918,0.526,1.763,1,False,0.9,0.474
Miami,Red Bull Racing,VER,FP,MEDIUM,15,29,15,8,22,14,93.728,0.312,1.226,3,False,0.72,0.648
Miami,Red Bull Racing,HAD,FP,MEDIUM,16,29,14,8,21,13,94.613,0.651,2.516,1,False,0.9,0.732
Miami,Williams,ALB,FP,HARD,2,8,4,2,8,6,92.805,0.993,2.638,1,False,0.841,0.455
Miami,Williams,SAI,FP,HARD,20,28,8,20,28,8,94.593,1.25,4.637,2,False,0.665,0.555
Miami,Williams,ALB,FP,HARD,24,30,7,24,30,6,94.937,0.288,0.926,1,False,0.9,0.348
Miami,Alpine,COL,Race,HARD,33,57,25,2,26,24,93.528,0.303,1.141,0,False,1.0,0.871
Miami,Alpine,COL,Race,MEDIUM,12,30,19,12,30,18,94.275,0.305,1.193,2,False,0.8,0.77
Miami,Aston Martin,STR,Race,SOFT,39,56,18,2,19,17,95.124,0.611,2.663,2,False,0.8,0.859
Miami,Aston Martin,ALO,Race,SOFT,43,56,13,2,15,13,95.159,0.827,3.253,3,False,0.529,0.714
Miami,Aston Martin,STR,Race,SOFT,23,36,14,5,18,13,95.834,0.822,3.31,2,False,0.614,0.732
Miami,Aston Martin,ALO,Race,MEDIUM,12,40,29,12,40,28,96.451,0.425,2.073,3,False,0.72,1.0
Miami,Aston Martin,STR,Race,MEDIUM,12,20,8,12,20,8,96.716,0.398,1.357,0,False,1.0,0.458
Miami,Audi,BOR,Race,HARD,34,56,23,2,24,22,94.035,0.515,2.243,1,False,0.9,1.0
Miami,Audi,BOR,Race,MEDIUM,12,31,20,12,31,19,95.228,0.536,2.507,1,False,0.9,0.923
Miami,Cadillac,PER,Race,HARD,31,56,26,2,27,25,95.821,0.797,2.967,1,False,0.739,1.0
Miami,Cadillac,BOT,Race,MEDIUM,23,29,7,2,8,6,96.481,0.363,1.186,1,False,0.9,0.387
Miami,Cadillac,PER,Race,MEDIUM,12,28,17,12,28,16,96.498,0.205,0.737,2,False,0.8,0.638
Miami,Cadillac,BOT,Race,SOFT,12,20,9,6,14,8,96.61,0.497,1.824,1,False,0.9,0.546
Miami,Cadillac,BOT,Race,MEDIUM,32,55,23,11,34,23,98.08,1.041,3.541,4,False,0.317,1.0
Miami,Ferrari,LEC,Race,HARD,23,57,34,2,35,33,92.931,0.418,1.696,5,False,0.72,0.954
Miami,Ferrari,HAM,Race,HARD,29,57,29,2,30,28,93.34,0.639,2.274,7,False,0.715,1.0
Miami,Ferrari,LEC,Race,MEDIUM,12,20,9,12,20,8,93.689,0.679,2.579,3,False,0.675,0.573
Miami,Ferrari,LEC,Race,MEDIUM,1,5,5,1,5,4,93.697,1.112,3.058,1,False,0.427,0.445
Miami,Ferrari,HAM,Race,MEDIUM,12,26,15,12,26,14,94.057,0.361,1.43,3,False,0.72,0.678
Miami,Haas F1 Team,BEA,Race,HARD,28,56,28,2,30,28,94.357,0.432,2.152,6,False,0.72,1.0
Miami,Haas F1 Team,OCO,Race,HARD,33,56,24,2,25,23,94.434,0.573,2.967,4,False,0.72,1.0
Miami,Haas F1 Team,BEA,Race,MEDIUM,12,25,14,12,25,13,95.106,0.411,1.912,2,False,0.8,0.719
Miami,Haas F1 Team,OCO,Race,MEDIUM,12,30,19,12,30,18,95.213,0.294,1.308,1,False,0.9,0.787
Miami,McLaren,NOR,Race,HARD,29,57,29,2,30,28,92.428,0.355,1.605,2,False,0.8,0.941
Miami,McLaren,PIA,Race,HARD,30,57,28,2,29,27,92.637,0.555,2.308,7,False,0.72,1.0
Miami,McLaren,NOR,Race,MEDIUM,12,26,15,12,26,14,93.04,0.183,0.828,3,False,0.72,0.588
Miami,McLaren,PIA,Race,MEDIUM,12,27,16,12,27,15,93.731,0.366,1.361,2,False,0.8,0.7
Miami,Mercedes,ANT,Race,HARD,28,57,30,2,31,29,92.365,0.26,1.124,5,False,0.72,0.869
Miami,Mercedes,ANT,Race,MEDIUM,12,25,14,12,25,13,93.069,0.217,0.879,2,False,0.8,0.564
Miami,Mercedes,RUS,Race,HARD,22,57,35,2,37,35,93.261,0.581,2.506,3,False,0.72,1.0
Miami,Mercedes,RUS,Race,MEDIUM,12,19,8,12,19,7,93.846,0.436,1.456,1,False,0.9,0.459
Miami,Racing Bulls,LIN,Race,HARD,30,56,25,2,27,25,94.676,0.596,3.285,4,False,0.72,1.0
Miami,Racing Bulls,LIN,Race,MEDIUM,12,27,16,12,27,15,95.952,0.387,1.632,4,False,0.72,0.74
Miami,Red Bull Racing,VER,Race,HARD,12,57,46,6,51,45,93.641,0.644,2.763,5,False,0.71,1.0
Miami,Williams,SAI,Race,HARD,30,57,28,2,29,27,93.996,0.31,1.529,4,False,0.72,0.929
Miami,Williams,ALB,Race,HARD,29,57,29,2,30,28,94.29,0.179,0.777,3,False,0.72,0.817
Miami,Williams,SAI,Race,MEDIUM,12,27,16,12,27,15,94.809,0.478,2.158,4,False,0.72,0.795
Miami,Williams,ALB,Race,MEDIUM,12,26,15,12,26,14,95.119,0.425,1.74,4,False,0.72,0.725
Miami,Alpine,GAS,Sprint,MEDIUM,2,19,18,2,19,17,93.665,0.374,1.202,0,False,1.0,0.739
Miami,Alpine,COL,Sprint,MEDIUM,2,19,18,2,19,17,93.95,0.571,2.638,2,False,0.799,0.859
Miami,Aston Martin,ALO,Sprint,SOFT,2,19,18,2,19,17,95.829,0.703,2.614,0,False,0.894,0.859
Miami,Aston Martin,STR,Sprint,SOFT,2,19,18,2,19,17,95.88,0.659,2.206,0,False,0.929,0.859
Miami,Audi,BOR,Sprint,MEDIUM,2,19,18,8,25,17,94.48,0.299,1.183,3,False,0.72,0.737
Miami,Cadillac,PER,Sprint,HARD,2,19,18,2,19,17,95.851,0.536,2.364,3,False,0.72,0.859
Miami,Cadillac,BOT,Sprint,HARD,2,19,18,2,19,17,96.631,0.372,1.431,1,False,0.9,0.774
Miami,Ferrari,LEC,Sprint,MEDIUM,2,19,18,2,19,17,92.425,0.338,1.286,3,False,0.72,0.752
Miami,Ferrari,HAM,Sprint,MEDIUM,2,19,18,2,19,17,92.978,0.84,3.763,1,False,0.685,0.859
Miami,Haas F1 Team,BEA,Sprint,MEDIUM,2,19,18,5,22,17,95.0,0.444,2.064,1,False,0.9,0.859
Miami,Haas F1 Team,OCO,Sprint,MEDIUM,2,19,18,5,22,17,95.007,0.275,0.903,0,False,1.0,0.695
Miami,McLaren,NOR,Sprint,MEDIUM,2,19,18,2,19,17,92.219,0.268,1.029,1,False,0.9,0.713
Miami,McLaren,PIA,Sprint,MEDIUM,2,19,18,2,19,17,92.437,0.186,0.757,1,False,0.9,0.673
Miami,Mercedes,ANT,Sprint,MEDIUM,2,19,18,2,19,17,92.571,0.384,1.574,2,False,0.8,0.795
Miami,Mercedes,RUS,Sprint,MEDIUM,2,19,18,2,19,17,92.692,0.471,1.898,2,False,0.8,0.844
Miami,Racing Bulls,LAW,Sprint,MEDIUM,2,19,18,2,19,17,94.575,0.984,3.311,4,False,0.39,0.859
Miami,Red Bull Racing,VER,Sprint,MEDIUM,2,19,18,5,22,17,92.623,0.762,3.479,1,False,0.747,0.859
Miami,Red Bull Racing,HAD,Sprint,MEDIUM,2,19,18,8,25,17,93.727,0.441,1.537,5,False,0.72,0.79
Miami,Williams,ALB,Sprint,MEDIUM,15,19,5,8,12,4,93.514,0.069,0.19,1,False,0.9,0.174
Miami,Williams,ALB,Sprint,MEDIUM,2,12,11,8,18,10,94.682,0.822,2.539,0,False,0.799,0.636
Miami,Williams,SAI,Sprint,MEDIUM,2,19,18,8,25,17,94.966,0.49,1.809,1,False,0.9,0.83
Monaco,Alpine,GAS,FP,SOFT,11,24,6,3,15,12,74.866,0.467,1.45,1,False,0.9,0.49
Monaco,Alpine,GAS,FP,SOFT,2,14,6,3,14,11,74.933,0.795,2.331,1,False,0.899,0.559
Monaco,Alpine,COL,FP,SOFT,2,15,7,3,14,11,75.83,0.914,2.837,1,False,0.864,0.577
Monaco,Alpine,GAS,FP,HARD,2,18,9,3,18,15,77.361,1.208,3.66,2,False,0.677,0.668
Monaco,Alpine,GAS,FP,MEDIUM,27,31,5,11,15,4,77.926,1.591,4.413,1,False,0.665,0.445
Monaco,Alpine,COL,FP,MEDIUM,22,25,4,12,15,3,78.211,0.85,2.117,1,False,0.883,0.414
Monaco,Alpine,COL,FP,HARD,2,20,13,3,20,17,78.505,0.67,2.232,0,False,1.0,0.768
Monaco,Aston Martin,STR,FP,SOFT,17,26,6,3,11,8,76.317,0.44,1.25,2,False,0.8,0.406
Monaco,Aston Martin,ALO,FP,SOFT,2,10,4,3,10,7,76.683,2.017,4.818,1,False,0.539,0.468
Monaco,Aston Martin,STR,FP,MEDIUM,3,12,6,3,12,9,78.499,1.157,3.578,1,False,0.792,0.532
Monaco,Aston Martin,ALO,FP,HARD,6,11,4,6,10,4,78.903,1.4,3.781,1,False,0.721,0.427
Monaco,Audi,BOR,FP,SOFT,9,16,4,9,16,7,74.483,0.385,0.9,0,False,1.0,0.303
Monaco,Audi,HUL,FP,SOFT,2,10,4,3,10,7,74.739,0.195,0.524,0,False,1.0,0.247
Monaco,Audi,BOR,FP,SOFT,13,26,8,2,15,13,74.832,2.143,5.118,3,False,0.322,0.623
Monaco,Audi,HUL,FP,MEDIUM,22,29,8,12,19,7,76.782,1.058,2.999,3,False,0.642,0.541
Monaco,Audi,HUL,FP,HARD,2,13,6,2,12,10,77.257,1.733,5.102,1,False,0.623,0.545
Monaco,Audi,BOR,FP,HARD,9,17,5,9,17,8,77.911,0.526,1.394,0,False,1.0,0.409
Monaco,Cadillac,BOT,FP,SOFT,11,19,4,2,10,8,75.965,0.12,0.288,0,False,1.0,0.225
Monaco,Cadillac,BOT,FP,SOFT,6,11,4,6,11,5,76.412,0.949,2.389,1,False,0.854,0.441
Monaco,Cadillac,PER,FP,SOFT,16,22,4,2,6,4,76.831,2.109,4.951,0,False,0.612,0.427
Monaco,Cadillac,PER,FP,SOFT,26,30,5,11,15,4,78.275,0.599,1.562,2,False,0.8,0.38
Monaco,Cadillac,PER,FP,MEDIUM,8,12,4,8,11,3,78.305,1.737,4.292,1,False,0.622,0.414
Monaco,Cadillac,BOT,FP,MEDIUM,2,14,5,3,13,10,78.829,1.166,3.282,1,False,0.79,0.527
Monaco,Cadillac,BOT,FP,SOFT,22,27,5,13,18,5,79.69,0.298,0.79,1,False,0.9,0.278
Monaco,Ferrari,LEC,FP,SOFT,18,29,5,3,13,10,73.19,1.912,4.818,1,False,0.57,0.527
Monaco,Ferrari,LEC,FP,HARD,6,18,4,9,18,9,75.09,0.113,0.315,0,False,1.0,0.243
Monaco,Ferrari,LEC,FP,SOFT,2,16,8,3,15,12,75.151,1.218,3.404,0,False,0.874,0.609
Monaco,Ferrari,HAM,FP,SOFT,2,16,9,3,16,13,75.422,1.307,4.932,3,False,0.568,0.641
Monaco,Ferrari,HAM,FP,HARD,2,11,4,2,10,8,77.814,2.248,5.042,0,False,0.571,0.482
Monaco,Haas F1 Team,BEA,FP,SOFT,2,11,5,3,11,8,75.085,0.425,1.199,1,False,0.9,0.38
Monaco,Haas F1 Team,OCO,FP,SOFT,17,25,5,3,10,7,75.111,1.947,5.034,1,False,0.56,0.486
Monaco,Haas F1 Team,OCO,FP,SOFT,2,12,5,3,12,9,75.331,0.569,1.61,0,False,1.0,0.455
Monaco,Haas F1 Team,BEA,FP,SOFT,27,31,4,13,17,4,77.34,0.463,1.262,1,False,0.9,0.317
Monaco,Haas F1 Team,BEA,FP,HARD,2,17,5,3,17,14,77.592,1.577,4.3,1,False,0.669,0.582
Monaco,Haas F1 Team,OCO,FP,HARD,2,18,10,3,18,15,78.874,1.626,5.047,1,False,0.654,0.686
Monaco,McLaren,PIA,FP,SOFT,2,9,4,3,9,6,74.174,0.543,1.383,1,False,0.9,0.362
Monaco,McLaren,NOR,FP,SOFT,10,15,4,10,15,5,74.339,1.965,4.748,1,False,0.554,0.441
Monaco,McLaren,NOR,FP,SOFT,2,7,4,2,7,5,74.775,1.969,4.866,1,False,0.553,0.441
Monaco,McLaren,PIA,FP,HARD,7,12,4,7,12,5,76.83,0.342,0.903,0,False,1.0,0.276
