gara,team,drv,fonte,compound,lap_start,lap_end,n,life_start,life_end,life_span,pace,disp,delta_t,n_out,vicino_ritiro,stability,information
Monaco,McLaren,PIA,FP,SOFT,21,26,5,13,18,5,78.852,1.24,3.453,0,False,0.868,0.459
Monaco,McLaren,NOR,FP,HARD,2,10,7,2,10,8,78.984,1.776,4.835,0,False,0.71,0.536
Monaco,Mercedes,RUS,FP,SOFT,13,24,4,3,13,10,73.572,1.64,3.894,1,False,0.65,0.509
Monaco,Mercedes,ANT,FP,SOFT,12,25,4,3,15,12,73.653,0.135,0.321,0,False,1.0,0.285
Monaco,Mercedes,ANT,FP,HARD,2,12,7,2,11,9,78.054,1.867,4.838,0,False,0.683,0.55
Monaco,Racing Bulls,LAW,FP,SOFT,17,27,5,3,12,9,75.201,0.271,0.85,2,False,0.8,0.341
Monaco,Racing Bulls,LIN,FP,SOFT,16,28,7,2,14,12,75.714,2.127,5.227,2,False,0.407,0.591
Monaco,Racing Bulls,LIN,FP,HARD,2,17,7,4,17,13,78.242,1.413,4.243,1,False,0.717,0.605
Monaco,Racing Bulls,LAW,FP,HARD,2,10,5,3,9,6,78.557,0.899,2.594,1,False,0.868,0.473
Monaco,Red Bull Racing,VER,FP,SOFT,12,19,5,2,9,7,73.5,1.621,4.335,1,False,0.656,0.486
Monaco,Red Bull Racing,HAD,FP,SOFT,13,18,4,2,6,4,74.892,1.937,4.935,1,False,0.563,0.427
Monaco,Red Bull Racing,HAD,FP,SOFT,7,14,5,7,14,7,75.596,0.724,1.759,2,False,0.8,0.45
Monaco,Red Bull Racing,VER,FP,HARD,2,10,7,2,10,8,76.473,1.588,4.77,1,False,0.665,0.536
Monaco,Red Bull Racing,VER,FP,SOFT,22,29,8,12,19,7,76.523,0.414,1.358,1,False,0.9,0.445
Monaco,Red Bull Racing,HAD,FP,HARD,2,10,6,2,10,8,78.361,2.053,5.157,0,False,0.628,0.518
Monaco,Williams,SAI,FP,SOFT,2,16,6,3,16,13,75.123,1.507,4.289,1,False,0.689,0.586
Monaco,Williams,ALB,FP,SOFT,2,15,4,3,12,9,75.167,0.251,0.692,0,False,1.0,0.299
Monaco,Williams,ALB,FP,HARD,2,20,13,3,20,17,78.223,1.239,4.175,3,False,0.588,0.768
Monaco,Williams,SAI,FP,HARD,2,6,4,3,6,3,81.464,1.697,4.317,1,False,0.633,0.414
Monaco,Alpine,GAS,Race,SOFT,71,78,7,8,14,6,76.054,0.592,1.964,1,False,0.9,0.504
Monaco,Alpine,COL,Race,SOFT,71,78,6,5,10,5,76.874,0.784,2.326,1,False,0.751,0.477
Monaco,Alpine,GAS,Race,HARD,47,58,11,2,13,11,77.95,0.722,2.293,0,False,0.913,0.65
Monaco,Alpine,GAS,Race,MEDIUM,1,44,43,2,44,42,78.52,0.526,2.769,2,False,0.8,1.0
Monaco,Alpine,COL,Race,MEDIUM,1,34,32,2,33,31,79.124,0.689,2.931,2,False,0.746,1.0
Monaco,Alpine,COL,Race,HARD,37,57,6,2,20,18,79.174,1.106,2.826,2,False,0.333,0.655
Monaco,Aston Martin,ALO,Race,SOFT,71,78,6,13,18,5,77.666,1.061,3.03,1,False,0.477,0.477
Monaco,Aston Martin,STR,Race,SOFT,6,56,47,2,52,50,79.29,0.622,2.776,5,True,0.288,1.0
Monaco,Aston Martin,ALO,Race,SOFT,5,57,52,2,54,52,79.312,0.784,2.944,10,False,0.571,1.0
Monaco,Audi,HUL,Race,SOFT,71,78,5,7,11,4,76.511,0.152,0.395,0,False,1.0,0.205
Monaco,Audi,BOR,Race,SOFT,71,78,7,5,11,6,77.588,0.688,2.202,1,False,0.847,0.509
Monaco,Audi,BOR,Race,MEDIUM,45,56,8,2,11,9,77.906,1.033,2.777,0,False,0.605,0.568
Monaco,Audi,BOR,Race,HARD,3,42,26,7,40,33,78.377,1.018,2.973,8,False,0.34,1.0
Monaco,Audi,HUL,Race,HARD,14,57,21,2,45,43,78.399,1.014,3.007,3,False,0.344,0.982
Monaco,Audi,HUL,Race,MEDIUM,1,11,10,2,11,9,79.766,0.67,2.509,1,False,0.864,0.605
Monaco,Cadillac,PER,Race,SOFT,71,78,6,5,10,5,77.255,1.031,2.966,1,False,0.507,0.477
Monaco,Cadillac,PER,Race,MEDIUM,11,56,41,7,52,45,79.567,0.944,3.139,2,False,0.493,1.0
Monaco,Cadillac,BOT,Race,MEDIUM,3,15,13,2,14,12,81.293,0.879,2.671,3,True,0.191,0.7
Monaco,Ferrari,HAM,Race,SOFT,71,78,7,8,14,6,75.049,0.382,1.148,0,False,1.0,0.381
Monaco,Ferrari,LEC,Race,HARD,37,59,23,2,24,22,76.474,0.506,1.908,3,False,0.72,0.986
Monaco,Ferrari,HAM,Race,HARD,30,59,30,2,31,29,76.797,0.451,2.193,3,False,0.72,1.0
Monaco,Ferrari,HAM,Race,MEDIUM,1,27,26,2,27,25,77.099,0.49,2.158,7,False,0.72,1.0
Monaco,Ferrari,LEC,Race,MEDIUM,1,34,33,2,34,32,77.313,0.39,1.713,1,False,0.9,0.957
Monaco,Haas F1 Team,OCO,Race,SOFT,71,78,6,6,11,5,77.025,0.786,2.207,1,False,0.75,0.477
Monaco,Haas F1 Team,OCO,Race,HARD,11,57,28,2,46,44,78.213,0.766,2.995,2,False,0.669,1.0
Monaco,Haas F1 Team,BEA,Race,HARD,3,27,18,2,26,24,79.059,1.038,3.035,5,True,0.128,0.927
Monaco,Haas F1 Team,OCO,Race,MEDIUM,1,8,7,2,8,6,79.707,0.77,2.341,1,False,0.765,0.509
Monaco,McLaren,PIA,Race,SOFT,71,78,7,8,14,6,76.187,0.971,2.943,1,False,0.566,0.509
Monaco,McLaren,PIA,Race,HARD,50,58,9,2,10,8,76.863,0.489,1.648,1,False,0.9,0.52
Monaco,McLaren,PIA,Race,MEDIUM,1,47,45,3,47,44,78.41,0.616,2.596,9,False,0.72,1.0
Monaco,McLaren,NOR,Race,MEDIUM,1,43,41,2,43,41,78.464,0.683,3.014,6,True,0.269,1.0
Monaco,Mercedes,ANT,Race,SOFT,71,78,7,8,14,6,74.008,0.839,2.256,2,False,0.597,0.509
Monaco,Mercedes,ANT,Race,HARD,39,59,21,2,22,20,76.127,0.616,2.113,0,False,1.0,0.955
Monaco,Mercedes,RUS,Race,HARD,33,58,20,2,27,25,76.703,0.779,2.849,1,False,0.756,0.964
Monaco,Mercedes,ANT,Race,MEDIUM,1,36,35,2,36,34,76.838,0.455,2.173,1,False,0.9,1.0
Monaco,Mercedes,RUS,Race,SOFT,74,78,5,10,14,4,77.596,0.353,0.901,0,False,1.0,0.281
Monaco,Mercedes,RUS,Race,MEDIUM,1,30,29,2,30,28,78.474,0.786,2.871,0,False,0.85,1.0
Monaco,Racing Bulls,LAW,Race,SOFT,71,78,6,11,16,5,76.005,0.64,1.891,1,False,0.894,0.461
Monaco,Racing Bulls,LIN,Race,SOFT,71,78,6,5,10,5,76.102,0.885,2.485,2,False,0.551,0.477
Monaco,Racing Bulls,LAW,Race,SOFT,46,58,13,6,18,12,77.784,0.427,1.623,2,False,0.8,0.643
Monaco,Racing Bulls,LAW,Race,MEDIUM,1,43,42,2,43,41,78.903,0.683,2.856,5,False,0.671,1.0
Monaco,Racing Bulls,LIN,Race,MEDIUM,1,57,47,2,57,55,79.191,0.888,3.113,7,False,0.469,1.0
Monaco,Red Bull Racing,HAD,Race,SOFT,71,78,7,8,14,6,76.088,0.914,2.828,1,False,0.623,0.509
Monaco,Red Bull Racing,HAD,Race,HARD,34,58,25,2,26,24,77.728,0.578,2.075,5,False,0.72,1.0
Monaco,Red Bull Racing,HAD,Race,MEDIUM,1,31,30,2,31,29,78.618,0.694,2.283,1,False,0.841,1.0
Monaco,Williams,ALB,Race,SOFT,71,78,6,11,16,5,76.54,0.62,1.765,1,False,0.9,0.442
Monaco,Williams,SAI,Race,MEDIUM,1,51,40,2,51,49,78.998,0.78,3.116,4,False,0.575,1.0
Monaco,Williams,ALB,Race,MEDIUM,1,42,40,2,42,40,79.126,0.598,2.696,3,False,0.72,1.0
Monaco,Williams,ALB,Race,SOFT,45,57,8,5,14,9,79.237,0.843,2.281,0,False,0.793,0.568
Spagna,Alpine,COL,FP,SOFT,16,22,6,5,11,6,81.718,1.392,4.404,1,False,0.723,0.491
Spagna,Alpine,GAS,FP,MEDIUM,16,28,10,11,21,10,84.203,1.376,4.455,0,False,0.828,0.618
Spagna,Alpine,COL,FP,MEDIUM,17,29,12,11,22,11,84.434,1.384,4.264,0,False,0.826,0.668
Spagna,Audi,HUL,FP,MEDIUM,8,12,4,8,12,4,80.618,1.011,2.609,1,False,0.835,0.427
Spagna,Audi,BOR,FP,SOFT,21,27,6,8,13,5,82.821,0.873,2.381,0,False,0.976,0.477
Spagna,Audi,HUL,FP,MEDIUM,17,25,8,11,19,8,83.033,1.674,5.672,1,False,0.64,0.555
Spagna,Audi,BOR,FP,MEDIUM,16,23,8,11,18,7,83.859,1.611,4.935,0,False,0.759,0.541
Spagna,Cadillac,BOT,FP,SOFT,12,22,7,2,11,9,81.809,1.699,4.739,0,False,0.733,0.55
Spagna,Cadillac,PER,FP,MEDIUM,14,17,4,14,17,3,82.51,0.156,0.416,1,False,0.9,0.176
Spagna,Cadillac,BOT,FP,SOFT,8,13,5,8,13,5,82.746,1.042,2.914,1,False,0.826,0.459
Spagna,Cadillac,PER,FP,MEDIUM,18,27,10,12,21,9,84.858,1.051,3.663,1,False,0.824,0.605
Spagna,Ferrari,LEC,FP,MEDIUM,16,22,7,11,17,6,81.68,0.687,2.04,0,False,1.0,0.509
Spagna,Ferrari,LEC,FP,MEDIUM,22,28,5,16,20,4,81.861,1.14,3.148,1,False,0.797,0.445
Spagna,Ferrari,HAM,FP,MEDIUM,20,27,6,13,18,5,82.654,0.803,2.516,0,False,0.997,0.477
Spagna,Haas F1 Team,BEA,FP,SOFT,15,24,10,5,14,9,83.624,0.241,0.81,1,False,0.9,0.426
Spagna,Haas F1 Team,OCO,FP,MEDIUM,14,28,12,9,21,12,84.894,1.372,4.686,3,False,0.549,0.682
Spagna,McLaren,NOR,FP,SOFT,17,25,9,5,13,8,81.739,1.135,3.859,1,False,0.799,0.573
Spagna,McLaren,PIA,FP,MEDIUM,13,19,7,10,16,6,82.368,0.734,2.585,1,False,0.9,0.509
Spagna,Mercedes,RUS,FP,SOFT,23,26,4,5,8,3,81.112,0.26,0.671,1,False,0.9,0.214
Spagna,Mercedes,ANT,FP,SOFT,15,24,9,5,14,9,81.431,1.679,5.309,2,False,0.539,0.586
Spagna,Mercedes,RUS,FP,MEDIUM,12,20,9,9,17,8,81.509,0.899,2.777,1,False,0.868,0.573
Spagna,Mercedes,RUS,FP,SOFT,14,23,10,5,14,9,81.71,0.465,1.429,0,False,1.0,0.519
Spagna,Racing Bulls,LIN,FP,SOFT,19,24,6,8,13,5,83.548,0.597,1.903,0,False,1.0,0.463
Spagna,Racing Bulls,LIN,FP,MEDIUM,12,28,13,9,21,12,83.889,1.496,5.583,1,False,0.693,0.7
Spagna,Red Bull Racing,VER,FP,SOFT,23,32,9,5,13,8,81.656,0.472,1.367,0,False,1.0,0.478
Spagna,Red Bull Racing,VER,FP,SOFT,24,27,4,8,11,3,81.765,0.195,0.544,1,False,0.9,0.195
Spagna,Red Bull Racing,VER,FP,HARD,11,20,10,8,17,9,81.805,0.934,3.011,1,False,0.858,0.605
Spagna,Red Bull Racing,VER,FP,MEDIUM,18,21,4,12,15,3,81.938,0.051,0.128,0,False,1.0,0.133
Spagna,Red Bull Racing,HAD,FP,SOFT,25,29,4,8,11,3,82.971,0.651,1.582,1,False,0.9,0.351
Spagna,Red Bull Racing,HAD,FP,MEDIUM,16,22,7,10,16,6,83.37,1.068,3.7,2,False,0.719,0.509
Spagna,UNKNOWN,ARO,FP,SOFT,19,23,5,8,12,4,81.577,2.159,5.557,1,False,0.497,0.445
Spagna,UNKNOWN,BEG,FP,MEDIUM,2,8,7,2,8,6,81.94,1.381,4.191,1,False,0.726,0.509
Spagna,UNKNOWN,HER,FP,SOFT,2,10,4,2,10,8,82.341,1.062,2.862,0,False,0.92,0.482
Spagna,UNKNOWN,IWA,FP,MEDIUM,7,13,5,7,13,6,82.523,1.469,3.808,1,False,0.7,0.473
Spagna,UNKNOWN,VES,FP,SOFT,17,24,8,11,18,7,83.078,1.696,5.666,1,False,0.634,0.541
Spagna,UNKNOWN,HER,FP,SOFT,19,26,7,8,14,6,84.309,0.855,2.605,0,False,0.981,0.509
Spagna,Williams,SAI,FP,SOFT,9,13,5,9,13,4,82.216,0.188,0.479,2,False,0.8,0.217
Spagna,Williams,SAI,FP,MEDIUM,11,14,4,8,11,3,83.518,0.716,1.774,1,False,0.9,0.38
Spagna,Williams,ALB,FP,SOFT,20,28,8,7,14,7,84.832,0.835,3.122,3,False,0.707,0.541
Spagna,Williams,SAI,FP,SOFT,18,26,8,6,13,7,85.045,0.73,2.149,0,False,1.0,0.541
Spagna,Williams,SAI,FP,MEDIUM,17,24,8,14,21,7,85.608,0.964,3.017,0,False,0.949,0.541
Spagna,Alpine,GAS,Race,HARD,42,60,18,2,20,18,83.07,0.62,2.84,4,False,0.72,0.873
Spagna,Alpine,COL,Race,HARD,42,60,18,8,26,18,83.605,0.633,2.691,5,False,0.72,0.873
Spagna,Alpine,COL,Race,HARD,14,33,20,2,21,19,84.443,0.496,1.886,2,False,0.8,0.906
Spagna,Alpine,GAS,Race,HARD,16,38,22,2,23,21,84.629,0.68,2.336,1,False,0.854,0.986
Spagna,Alpine,COL,Race,SOFT,1,11,10,2,11,9,85.255,0.775,2.179,0,False,0.86,0.605
Spagna,Alpine,GAS,Race,MEDIUM,1,13,12,2,13,11,85.759,0.659,1.836,3,False,0.695,0.644
Spagna,Aston Martin,ALO,Race,HARD,23,37,15,2,16,14,85.851,0.38,1.579,3,True,0.288,0.7
Spagna,Aston Martin,ALO,Race,HARD,2,20,19,2,20,18,87.381,0.757,2.709,1,False,0.778,0.891
Spagna,Audi,BOR,Race,SOFT,55,59,5,2,6,4,82.191,0.533,1.335,0,False,1.0,0.346
Spagna,Audi,BOR,Race,HARD,41,52,12,8,19,11,84.036,0.831,2.963,0,False,0.805,0.668
Spagna,Audi,BOR,Race,HARD,17,32,14,2,17,15,84.134,0.753,2.507,2,False,0.682,0.759
Spagna,Audi,HUL,Race,HARD,15,28,14,2,15,13,84.537,0.398,1.306,0,True,0.4,0.628
Spagna,Audi,HUL,Race,SOFT,1,12,11,2,12,10,85.106,0.735,2.298,3,False,0.62,0.636
Spagna,Audi,BOR,Race,MEDIUM,1,14,13,2,14,12,86.301,0.648,1.777,0,False,0.986,0.667
Spagna,Cadillac,PER,Race,HARD,33,38,6,2,7,5,84.8,0.706,2.229,0,False,0.929,0.477
Spagna,Cadillac,PER,Race,MEDIUM,41,59,14,2,19,17,84.9,0.917,3.122,0,False,0.72,0.786
Spagna,Cadillac,PER,Race,SOFT,1,11,10,2,11,9,86.053,0.551,1.612,0,False,1.0,0.546
Spagna,Cadillac,PER,Race,HARD,14,30,15,2,18,16,86.249,0.909,3.143,0,False,0.728,0.791
Spagna,Cadillac,BOT,Race,MEDIUM,1,13,11,2,13,11,86.681,0.855,2.648,0,True,0.312,0.65
Spagna,Ferrari,HAM,Race,HARD,43,62,20,2,21,19,80.983,0.47,1.38,0,False,1.0,0.83
Spagna,Ferrari,HAM,Race,MEDIUM,29,40,12,2,13,11,81.028,0.352,1.226,2,False,0.8,0.552
Spagna,Ferrari,LEC,Race,HARD,42,61,20,3,22,19,81.942,0.837,2.693,0,True,0.32,0.923
Spagna,Ferrari,HAM,Race,HARD,13,26,14,2,15,13,82.541,0.533,1.898,0,False,1.0,0.717
Spagna,Ferrari,LEC,Race,HARD,18,38,21,2,22,20,82.768,0.628,2.598,2,False,0.8,0.955
Spagna,Ferrari,HAM,Race,SOFT,1,10,9,4,12,8,82.89,0.613,1.866,0,False,1.0,0.553
Spagna,Ferrari,LEC,Race,MEDIUM,1,15,14,2,15,13,83.536,0.51,1.65,0,False,1.0,0.679
Spagna,Haas F1 Team,OCO,Race,MEDIUM,41,57,16,7,23,16,84.183,0.947,3.201,0,False,0.69,0.809
Spagna,Haas F1 Team,BEA,Race,HARD,20,38,19,2,20,18,84.43,1.033,3.083,2,False,0.405,0.891
Spagna,Haas F1 Team,OCO,Race,HARD,15,33,19,2,20,18,85.332,1.049,3.091,0,False,0.589,0.891
Spagna,Haas F1 Team,OCO,Race,SOFT,1,12,11,2,12,10,85.775,0.766,2.319,0,False,0.869,0.636
Spagna,Haas F1 Team,BEA,Race,MEDIUM,1,17,16,2,17,15,86.114,0.617,1.812,0,False,1.0,0.767
Spagna,McLaren,NOR,Race,HARD,43,61,19,8,26,18,81.606,0.667,2.336,0,False,0.967,0.891
Spagna,McLaren,PIA,Race,HARD,42,61,20,6,25,19,82.09,0.738,2.393,0,False,0.897,0.923
Spagna,McLaren,NOR,Race,HARD,15,34,20,2,21,19,82.453,0.461,1.653,0,False,1.0,0.871
Spagna,McLaren,PIA,Race,HARD,16,35,20,2,21,19,82.922,0.458,1.604,0,False,1.0,0.863
Spagna,McLaren,NOR,Race,MEDIUM,1,12,11,2,12,10,83.319,0.431,1.367,4,False,0.72,0.541
Spagna,McLaren,PIA,Race,MEDIUM,1,13,12,2,13,11,83.784,0.777,2.834,0,False,0.858,0.668
Spagna,Mercedes,ANT,Race,HARD,43,61,19,6,24,18,81.45,0.521,2.011,1,True,0.36,0.891
Spagna,Mercedes,RUS,Race,HARD,43,62,19,7,26,19,81.529,0.552,1.84,0,False,1.0,0.881
Spagna,Mercedes,ANT,Race,HARD,16,36,21,2,22,20,82.614,0.498,2.125,5,False,0.72,0.955
Spagna,Mercedes,RUS,Race,MEDIUM,1,11,11,1,11,10,82.687,0.881,2.939,0,False,0.755,0.636
Spagna,Mercedes,RUS,Race,HARD,14,35,22,2,23,21,82.844,0.523,1.881,2,False,0.8,0.969
Spagna,Mercedes,ANT,Race,MEDIUM,1,13,12,2,13,11,83.227,0.643,1.84,0,False,0.991,0.644
Spagna,Racing Bulls,LIN,Race,HARD,41,60,20,4,23,19,83.09,0.718,3.084,1,False,0.817,0.923
Spagna,Racing Bulls,LAW,Race,HARD,41,60,19,7,25,18,83.527,0.721,2.726,2,False,0.714,0.891
Spagna,Racing Bulls,LIN,Race,HARD,24,36,12,2,14,12,84.305,0.772,2.516,1,False,0.763,0.682
Spagna,Racing Bulls,LAW,Race,MEDIUM,1,10,9,2,10,8,84.783,0.642,1.569,0,False,0.992,0.508
Spagna,Racing Bulls,LAW,Race,HARD,13,34,22,2,23,21,84.879,0.427,1.303,0,False,1.0,0.882
Spagna,Racing Bulls,LIN,Race,MEDIUM,1,21,20,2,21,19,85.716,0.768,3.146,6,False,0.587,0.923
Spagna,Red Bull Racing,VER,Race,MEDIUM,42,61,20,2,21,19,81.379,0.625,2.291,0,False,1.0,0.923
Spagna,Red Bull Racing,VER,Race,HARD,31,39,9,2,10,8,81.829,0.262,0.899,1,False,0.9,0.408
Spagna,Red Bull Racing,HAD,Race,HARD,34,39,6,2,7,5,82.078,0.366,1.089,1,False,0.9,0.341
Spagna,Red Bull Racing,HAD,Race,HARD,42,57,16,10,25,15,82.564,0.713,2.88,2,False,0.722,0.795
Spagna,Red Bull Racing,VER,Race,MEDIUM,14,28,15,2,16,14,82.811,0.461,1.579,0,False,1.0,0.7
Spagna,Red Bull Racing,HAD,Race,HARD,17,31,15,2,16,14,83.259,0.678,2.733,1,False,0.856,0.764
Spagna,Red Bull Racing,VER,Race,SOFT,1,11,10,5,14,9,83.378,0.563,1.685,0,False,1.0,0.557
Spagna,Red Bull Racing,HAD,Race,MEDIUM,1,14,13,2,14,12,84.577,0.509,2.071,4,False,0.72,0.7
Spagna,Williams,ALB,Race,SOFT,36,49,14,2,15,13,83.62,0.845,2.887,2,False,0.591,0.732
Spagna,Williams,SAI,Race,HARD,32,38,7,2,8,6,83.996,0.808,2.616,1,False,0.728,0.509
Spagna,Williams,SAI,Race,HARD,41,54,14,11,24,13,84.218,0.559,2.196,1,False,0.9,0.732
Spagna,Williams,SAI,Race,HARD,16,29,14,2,15,13,84.785,0.486,1.626,0,False,1.0,0.676
Spagna,Williams,ALB,Race,HARD,15,28,12,2,14,12,85.259,0.794,3.342,2,False,0.642,0.682
Spagna,Williams,SAI,Race,SOFT,1,13,12,2,13,11,85.662,0.59,1.673,0,False,1.0,0.619
Spagna,Williams,ALB,Race,MEDIUM,1,12,11,2,12,10,86.108,0.523,1.283,0,False,1.0,0.529
