anno,gara,n_piloti,rho_block,peso
2023,Abu Dhabi,18,0.681871,18
2023,Abu Dhabi,17,0.566159,17
2023,Abu Dhabi,17,0.758630,17
2023,Abu Dhabi,16,0.279381,16
2023,Abu Dhabi,16,0.519176,16
2023,Abu Dhabi,16,0.749821,16
2023,Abu Dhabi,15,0.402505,15
2023,Abu Dhabi,15,0.448032,15
2023,Abu Dhabi,15,0.516995,15
2023,Abu Dhabi,15,0.551479,15
2023,Abu Dhabi,15,0.601614,15
2023,Abu Dhabi,14,0.377487,14
2023,Abu Dhabi,14,0.490071,14
2023,Abu Dhabi,14,0.558156,14
2023,Abu Dhabi,14,0.590962,14
2023,Abu Dhabi,13,0.342072,13
2023,Abu Dhabi,13,0.404960,13
2023,Abu Dhabi,13,0.590350,13
2023,Abu Dhabi,13,0.622261,13
2023,Abu Dhabi,12,0.181020,12
2023,Abu Dhabi,12,0.365559,12
2023,Abu Dhabi,12,0.516703,12
2023,Abu Dhabi,12,0.518390,12
2023,Abu Dhabi,12,0.582033,12
2023,Abu Dhabi,12,0.816300,12
2023,Abu Dhabi,11,0.085059,11
2023,Abu Dhabi,11,0.298178,11
2023,Abu Dhabi,11,0.400960,11
2023,Abu Dhabi,10,0.152912,10
2023,Abu Dhabi,10,0.640256,10
2023,Abu Dhabi,9,0.204302,9
2023,Abu Dhabi,9,0.610884,9
2023,Abu Dhabi,9,0.836827,9
2023,Abu Dhabi,8,-0.121988,8
2023,Abu Dhabi,8,0.036147,8
2023,Abu Dhabi,8,0.436436,8
2023,Abu Dhabi,8,0.566306,8
2023,Abu Dhabi,8,0.850315,8
2023,Abu Dhabi,7,-0.600099,7
2023,Abu Dhabi,7,0.709299,7
2023,Abu Dhabi,7,0.774806,7
2023,Abu Dhabi,7,0.801784,7
2023,Abu Dhabi,7,0.801784,7
2023,Abu Dhabi,6,-0.092582,6
2023,Abu Dhabi,6,0.550782,6
2023,Abu Dhabi,6,0.698253,6
2023,Abu Dhabi,6,0.845154,6
2023,Abu Dhabi,6,0.925820,6
2023,Abu Dhabi,5,0.894427,5
2023,Australian,14,0.729801,14
2023,Australian,13,0.340693,13
2023,Australian,13,0.599852,13
2023,Australian,13,0.655178,13
2023,Australian,12,0.571602,12
2023,Australian,11,-0.178638,11
2023,Australian,11,0.337967,11
2023,Australian,11,0.473464,11
2023,Australian,11,0.596724,11
2023,Australian,11,0.617990,11
2023,Australian,11,0.642130,11
2023,Australian,11,0.644250,11
2023,Australian,11,0.712900,11
2023,Australian,10,-0.047980,10
2023,Australian,10,0.207059,10
2023,Australian,10,0.357813,10
2023,Australian,10,0.516887,10
2023,Australian,10,0.589470,10
2023,Australian,9,-0.206257,9
2023,Australian,9,0.068465,9
2023,Australian,9,0.507972,9
2023,Australian,8,0.783547,8
2023,Australian,7,0.836660,7
2023,Austrian,17,0.307416,17
2023,Austrian,17,0.584621,17
2023,Austrian,16,0.420979,16
2023,Austrian,16,0.422456,16
2023,Austrian,16,0.581985,16
2023,Austrian,16,0.652800,16
2023,Austrian,16,0.656831,16
2023,Austrian,16,0.812416,16
2023,Austrian,15,0.626681,15
2023,Austrian,15,0.686942,15
2023,Austrian,15,0.722024,15
2023,Austrian,15,0.765238,15
2023,Austrian,15,0.834842,15
2023,Austrian,14,0.374864,14
2023,Austrian,14,0.396477,14
2023,Austrian,14,0.495076,14
2023,Austrian,14,0.497799,14
2023,Austrian,14,0.669344,14
2023,Austrian,14,0.682126,14
2023,Austrian,14,0.792616,14
2023,Austrian,14,0.810575,14
2023,Austrian,14,0.855845,14
2023,Austrian,13,0.324622,13
2023,Austrian,13,0.329737,13
2023,Austrian,13,0.578515,13
2023,Austrian,13,0.634488,13
2023,Austrian,13,0.651040,13
2023,Austrian,13,0.710640,13
2023,Austrian,13,0.750351,13
2023,Austrian,13,0.897804,13
2023,Austrian,12,0.342165,12
2023,Austrian,12,0.548338,12
2023,Austrian,12,0.679484,12
2023,Austrian,12,0.782461,12
2023,Austrian,12,0.794387,12
2023,Austrian,11,0.551761,11
2023,Austrian,11,0.626043,11
2023,Austrian,11,0.731988,11
2023,Austrian,11,0.732789,11
2023,Austrian,11,0.760974,11
2023,Austrian,11,0.872155,11
2023,Austrian,10,0.222475,10
2023,Austrian,10,0.532168,10
2023,Austrian,10,0.566221,10
2023,Austrian,10,0.614527,10
2023,Austrian,10,0.714620,10
2023,Austrian,10,0.791588,10
2023,Austrian,10,0.817424,10
2023,Austrian,9,0.603807,9
2023,Austrian,9,0.690066,9
2023,Austrian,9,0.725729,9
2023,Austrian,9,0.801752,9
2023,Austrian,8,0.606161,8
2023,Austrian,8,0.761094,8
2023,Austrian,6,0.637748,6
2023,Azerbaijan,12,0.544974,12
2023,Azerbaijan,12,0.599858,12
2023,Azerbaijan,12,0.677633,12
2023,Azerbaijan,11,0.267750,11
2023,Azerbaijan,11,0.573080,11
2023,Azerbaijan,11,0.591869,11
2023,Azerbaijan,11,0.634241,11
2023,Azerbaijan,11,0.667027,11
2023,Azerbaijan,11,0.789159,11
2023,Azerbaijan,10,-0.196395,10
2023,Azerbaijan,10,-0.075280,10
2023,Azerbaijan,10,0.238386,10
2023,Azerbaijan,10,0.747569,10
2023,Azerbaijan,9,-0.456435,9
2023,Azerbaijan,9,0.073030,9
2023,Azerbaijan,9,0.365148,9
2023,Azerbaijan,9,0.655562,9
2023,Azerbaijan,9,0.798199,9
2023,Azerbaijan,8,-0.027277,8
2023,Azerbaijan,8,0.300050,8
2023,Azerbaijan,8,0.644372,8
2023,Azerbaijan,7,0.078811,7
2023,Azerbaijan,7,0.078811,7
2023,Azerbaijan,7,0.111187,7
2023,Azerbaijan,7,0.334947,7
2023,Azerbaijan,7,0.668153,7
2023,Azerbaijan,6,-0.169031,6
2023,Azerbaijan,6,0.676123,6
2023,Azerbaijan,6,0.845154,6
2023,Azerbaijan,5,-0.670820,5
2023,Bahrain,15,0.301737,15
2023,Bahrain,15,0.392064,15
2023,Bahrain,15,0.426712,15
2023,Bahrain,15,0.476998,15
2023,Bahrain,14,0.214846,14
2023,Bahrain,14,0.526254,14
2023,Bahrain,14,0.598025,14
2023,Bahrain,13,-0.042025,13
2023,Bahrain,13,0.256292,13
2023,Bahrain,13,0.445183,13
2023,Bahrain,13,0.459655,13
2023,Bahrain,13,0.479721,13
2023,Bahrain,13,0.516405,13
2023,Bahrain,13,0.582229,13
2023,Bahrain,13,0.598944,13
2023,Bahrain,13,0.675992,13
2023,Bahrain,13,0.692683,13
2023,Bahrain,13,0.759883,13
2023,Bahrain,13,0.771188,13
2023,Bahrain,13,0.796154,13
2023,Bahrain,12,0.024781,12
2023,Bahrain,12,0.190823,12
2023,Bahrain,12,0.255345,12
2023,Bahrain,12,0.263677,12
2023,Bahrain,12,0.480503,12
2023,Bahrain,12,0.483136,12
2023,Bahrain,12,0.667936,12
2023,Bahrain,12,0.819231,12
2023,Bahrain,12,0.848648,12
2023,Bahrain,11,-0.086959,11
2023,Bahrain,11,0.419085,11
2023,Bahrain,11,0.600943,11
2023,Bahrain,11,0.757605,11
2023,Bahrain,10,0.080514,10
2023,Bahrain,9,0.305129,9
2023,Bahrain,9,0.632962,9
2023,Bahrain,8,0.614502,8
2023,Bahrain,8,0.626552,8
2023,Bahrain,8,0.927778,8
2023,Bahrain,7,0.781947,7
2023,Bahrain,7,0.889499,7
2023,Bahrain,5,-0.447214,5
2023,Bahrain,5,0.447214,5
2023,Bahrain,5,0.974679,5
2023,Belgian,14,0.121414,14
2023,Belgian,14,0.632859,14
2023,Belgian,14,0.803967,14
2023,Belgian,13,0.469620,13
2023,Belgian,13,0.644631,13
2023,Belgian,13,0.756918,13
2023,Belgian,13,0.815430,13
2023,Belgian,13,0.859507,13
2023,Belgian,12,0.253079,12
2023,Belgian,12,0.636213,12
2023,Belgian,12,0.681908,12
2023,Belgian,11,-0.358644,11
2023,Belgian,11,0.505696,11
2023,Belgian,11,0.589047,11
2023,Belgian,11,0.652975,11
2023,Belgian,11,0.700245,11
2023,Belgian,10,0.553912,10
2023,Belgian,10,0.757013,10
2023,Belgian,10,0.809040,10
2023,Belgian,10,0.809040,10
2023,Belgian,9,0.436990,9
2023,Belgian,9,0.483333,9
2023,Belgian,9,0.728040,9
2023,Belgian,9,0.781540,9
2023,Belgian,8,0.096225,8
2023,Belgian,8,0.518110,8
2023,Belgian,8,0.638601,8
2023,Belgian,8,0.682647,8
2023,Belgian,7,0.162169,7
2023,Belgian,7,0.576600,7
2023,Belgian,7,0.781947,7
2023,Belgian,7,0.882919,7
2023,Belgian,6,0.666737,6
2023,Belgian,5,0.666886,5
2023,British,17,0.669907,17
2023,British,15,0.144766,15
2023,British,14,0.159042,14
2023,British,14,0.207163,14
2023,British,14,0.467828,14
2023,British,14,0.487388,14
2023,British,14,0.541257,14
2023,British,14,0.607044,14
2023,British,13,-0.093953,13
2023,British,13,0.342962,13
2023,British,13,0.349687,13
2023,British,13,0.526235,13
2023,British,12,0.105877,12
2023,British,12,0.335314,12
2023,British,12,0.545860,12
2023,British,12,0.563582,12
2023,British,10,-0.168290,10
2023,British,9,0.219125,9
2023,British,9,0.257627,9
2023,British,9,0.308767,9
2023,British,8,-0.109109,8
2023,British,8,0.392823,8
2023,British,8,0.436436,8
2023,British,8,0.889499,8
2023,British,6,0.169031,6
2023,British,6,0.676123,6
2023,British,5,0.790569,5
2023,British,5,0.820783,5
2023,Canadian,15,0.523682,15
2023,Canadian,14,0.545655,14
2023,Canadian,14,0.706271,14
2023,Canadian,13,0.464925,13
2023,Canadian,13,0.497937,13
2023,Canadian,13,0.585970,13
2023,Canadian,13,0.615702,13
2023,Canadian,13,0.745530,13
2023,Canadian,13,0.795049,13
2023,Canadian,12,0.486866,12
2023,Canadian,12,0.711034,12
2023,Canadian,12,0.725045,12
2023,Canadian,12,0.776634,12
2023,Canadian,11,0.159454,11
2023,Canadian,11,0.296128,11
2023,Canadian,11,0.355354,11
2023,Canadian,11,0.418182,11
2023,Canadian,11,0.427273,11
2023,Canadian,11,0.432803,11
2023,Canadian,11,0.464694,11
2023,Canadian,11,0.522620,11
2023,Canadian,11,0.715264,11
2023,Canadian,10,0.228869,10
2023,Canadian,10,0.381818,10
2023,Canadian,10,0.381914,10
2023,Canadian,10,0.388384,10
2023,Canadian,10,0.408544,10
2023,Canadian,10,0.522799,10
2023,Canadian,10,0.534957,10
2023,Canadian,10,0.624242,10
2023,Canadian,10,0.672727,10
2023,Canadian,10,0.733333,10
2023,Canadian,9,0.529430,9
2023,Canadian,9,0.803326,9
2023,Canadian,9,0.851257,9
2023,Canadian,8,0.634183,8
2023,Canadian,8,0.638337,8
2023,Canadian,8,0.672234,8
2023,Canadian,6,0.371429,6
2023,Dutch,14,-0.031289,14
2023,Dutch,13,0.104828,13
2023,Dutch,13,0.194429,13
2023,Dutch,13,0.587278,13
2023,Dutch,12,0.007068,12
2023,Dutch,12,0.331040,12
2023,Dutch,12,0.550126,12
2023,Dutch,12,0.718328,12
2023,Dutch,12,0.804932,12
2023,Dutch,12,0.823964,12
2023,Dutch,11,-0.094873,11
2023,Dutch,11,-0.051422,11
2023,Dutch,11,0.046635,11
2023,Dutch,11,0.751224,11
2023,Dutch,10,-0.450695,10
2023,Dutch,10,-0.380153,10
2023,Dutch,10,0.165657,10
2023,Dutch,10,0.436975,10
2023,Dutch,10,0.486211,10
2023,Dutch,9,-0.016807,9
2023,Dutch,9,-0.008513,9
2023,Dutch,9,0.401677,9
2023,Dutch,9,0.425628,9
2023,Dutch,9,0.510465,9
2023,Dutch,8,-0.639010,8
2023,Dutch,8,0.048196,8
2023,Dutch,8,0.060245,8
2023,Dutch,8,0.170783,8
2023,Dutch,8,0.333333,8
2023,Dutch,8,0.754505,8
2023,Dutch,7,-0.555937,7
2023,Dutch,7,-0.222375,7
2023,Dutch,7,0.898177,7
2023,Dutch,5,0.153897,5
2023,Hungarian,17,0.412312,17
2023,Hungarian,16,0.382858,16
2023,Hungarian,16,0.635161,16
2023,Hungarian,16,0.687371,16
2023,Hungarian,16,0.742065,16
2023,Hungarian,16,0.768102,16
2023,Hungarian,16,0.779919,16
2023,Hungarian,16,0.785828,16
2023,Hungarian,15,0.432917,15
2023,Hungarian,15,0.537155,15
2023,Hungarian,15,0.576310,15
2023,Hungarian,15,0.597854,15
2023,Hungarian,15,0.639148,15
2023,Hungarian,15,0.666078,15
2023,Hungarian,15,0.668477,15
2023,Hungarian,15,0.671444,15
2023,Hungarian,15,0.680441,15
2023,Hungarian,15,0.698394,15
2023,Hungarian,15,0.730052,15
2023,Hungarian,15,0.730531,15
2023,Hungarian,15,0.756529,15
2023,Hungarian,14,0.352035,14
2023,Hungarian,14,0.577446,14
2023,Hungarian,14,0.651266,14
2023,Hungarian,14,0.683576,14
2023,Hungarian,14,0.692687,14
2023,Hungarian,14,0.759076,14
2023,Hungarian,14,0.777044,14
2023,Hungarian,13,0.394486,13
2023,Hungarian,13,0.460694,13
2023,Hungarian,13,0.617745,13
2023,Hungarian,13,0.698542,13
2023,Hungarian,13,0.718832,13
2023,Hungarian,13,0.729024,13
2023,Hungarian,13,0.752069,13
2023,Hungarian,12,0.437829,12
2023,Hungarian,12,0.509673,12
2023,Hungarian,12,0.594033,12
2023,Hungarian,12,0.640861,12
2023,Hungarian,12,0.819834,12
2023,Hungarian,11,0.084145,11
2023,Hungarian,11,0.274606,11
2023,Hungarian,11,0.333712,11
2023,Hungarian,11,0.665150,11
2023,Hungarian,11,0.672785,11
2023,Hungarian,10,0.237809,10
2023,Hungarian,10,0.613985,10
2023,Hungarian,10,0.691161,10
2023,Hungarian,9,0.455733,9
2023,Hungarian,9,0.661094,9
2023,Hungarian,9,0.820091,9
2023,Hungarian,9,0.895405,9
2023,Hungarian,9,0.949030,9
2023,Hungarian,8,-0.397619,8
2023,Hungarian,8,-0.257790,8
2023,Hungarian,8,-0.052164,8
2023,Hungarian,8,0.771140,8
2023,Hungarian,8,0.886243,8
2023,Hungarian,7,-0.148250,7
2023,Hungarian,7,-0.077152,7
2023,Hungarian,7,0.898177,7
2023,Hungarian,6,0.521794,6
2023,Hungarian,5,0.447214,5
2023,Italian,13,0.303031,13
2023,Italian,13,0.308540,13
2023,Italian,13,0.840224,13
2023,Italian,12,0.140105,12
2023,Italian,12,0.322242,12
2023,Italian,12,0.350879,12
2023,Italian,12,0.385965,12
2023,Italian,12,0.452634,12
2023,Italian,12,0.491231,12
2023,Italian,12,0.612961,12
2023,Italian,12,0.691232,12
2023,Italian,11,0.305939,11
2023,Italian,11,0.397621,11
2023,Italian,11,0.401831,11
2023,Italian,11,0.470325,11
2023,Italian,11,0.552517,11
2023,Italian,11,0.639276,11
2023,Italian,11,0.733487,11
2023,Italian,11,0.765378,11
2023,Italian,10,-0.371958,10
2023,Italian,10,0.036586,10
2023,Italian,10,0.287881,10
2023,Italian,10,0.644220,10
2023,Italian,10,0.644380,10
2023,Italian,10,0.727859,10
2023,Italian,10,0.826752,10
2023,Italian,9,0.067516,9
2023,Italian,9,0.207931,9
2023,Italian,9,0.522958,9
2023,Italian,9,0.554641,9
2023,Italian,9,0.714311,9
2023,Italian,9,0.924402,9
2023,Italian,8,0.759091,8
2023,Italian,8,0.867533,8
2023,Italian,7,0.059108,7
2023,Italian,7,0.729769,7
2023,Italian,7,0.836660,7
2023,Italian,7,0.872872,7
2023,Italian,6,-0.308607,6
2023,Italian,6,0.169031,6
2023,Italian,6,0.169031,6
2023,Italian,6,0.507093,6
2023,Italian,6,0.676123,6
2023,Italian,6,0.771517,6
2023,Italian,5,0.579751,5
2023,Japanese,14,0.562919,14
2023,Japanese,14,0.911525,14
2023,Japanese,13,0.549732,13
2023,Japanese,13,0.803352,13
2023,Japanese,13,0.833824,13
2023,Japanese,13,0.880008,13
2023,Japanese,13,0.880008,13
2023,Japanese,12,0.401418,12
2023,Japanese,12,0.408461,12
2023,Japanese,12,0.530763,12
2023,Japanese,12,0.593673,12
2023,Japanese,12,0.713150,12
2023,Japanese,12,0.717355,12
2023,Japanese,12,0.822507,12
2023,Japanese,12,0.826022,12
2023,Japanese,12,0.836567,12
2023,Japanese,12,0.887346,12
2023,Japanese,11,0.324204,11
2023,Japanese,11,0.421063,11
2023,Japanese,11,0.700245,11
2023,Japanese,11,0.780830,11
2023,Japanese,11,0.800053,11
2023,Japanese,11,0.810936,11
2023,Japanese,11,0.840191,11
2023,Japanese,11,0.851279,11
2023,Japanese,11,0.878739,11
2023,Japanese,10,0.323177,10
2023,Japanese,10,0.600000,10
2023,Japanese,10,0.628060,10
2023,Japanese,10,0.682940,10
2023,Japanese,10,0.778119,10
2023,Japanese,10,0.828283,10
2023,Japanese,10,0.873950,10
2023,Japanese,9,0.168790,9
2023,Japanese,9,0.302532,9
2023,Japanese,9,0.689100,9
2023,Japanese,9,0.762821,9
2023,Japanese,9,0.762821,9
2023,Japanese,8,-0.041239,8
2023,Japanese,8,0.518267,8
2023,Japanese,6,-0.405840,6
2023,Japanese,5,0.223607,5
2023,Las Vegas,11,-0.157434,11
2023,Las Vegas,11,0.112646,11
2023,Las Vegas,11,0.427614,11
2023,Las Vegas,11,0.596933,11
2023,Las Vegas,10,-0.423345,10
2023,Las Vegas,10,-0.220185,10
2023,Las Vegas,9,-0.229839,9
2023,Las Vegas,9,0.408603,9
2023,Las Vegas,9,0.644087,9
2023,Las Vegas,9,0.900603,9
2023,Las Vegas,8,-0.409668,8
2023,Las Vegas,8,0.282341,8
2023,Las Vegas,8,0.542208,8
2023,Las Vegas,8,0.658733,8
2023,Las Vegas,8,0.819337,8
2023,Las Vegas,7,-0.306319,7
2023,Las Vegas,7,0.518875,7
2023,Las Vegas,7,0.788110,7
2023,Las Vegas,7,0.801784,7
2023,Las Vegas,7,0.828862,7
2023,Las Vegas,6,-0.231908,6
2023,Las Vegas,6,-0.088273,6
2023,Las Vegas,5,0.102598,5
2023,Mexico City,12,-0.194705,12
2023,Mexico City,12,-0.166384,12
2023,Mexico City,12,-0.012512,12
2023,Mexico City,12,-0.012512,12
2023,Mexico City,12,0.028321,12
2023,Mexico City,12,0.031861,12
2023,Mexico City,11,-0.146795,11
2023,Mexico City,11,-0.041479,11
2023,Mexico City,11,0.024851,11
2023,Mexico City,11,0.059636,11
2023,Mexico City,11,0.087160,11
2023,Mexico City,11,0.224626,11
2023,Mexico City,11,0.405569,11
2023,Mexico City,11,0.765050,11
2023,Mexico City,10,-0.147250,10
2023,Mexico City,10,-0.087827,10
2023,Mexico City,10,-0.077850,10
2023,Mexico City,10,-0.061165,10
2023,Mexico City,10,-0.055048,10
2023,Mexico City,10,0.036699,10
2023,Mexico City,10,0.240782,10
2023,Mexico City,10,0.421152,10
2023,Mexico City,10,0.458735,10
2023,Mexico City,10,0.501666,10
2023,Mexico City,10,0.758442,10
2023,Mexico City,10,0.867077,10
2023,Mexico City,9,-0.146795,9
2023,Mexico City,9,-0.034050,9
2023,Mexico City,9,0.091287,9
2023,Mexico City,9,0.443898,9
2023,Mexico City,8,0.072739,8
2023,Mexico City,8,0.414758,8
2023,Mexico City,8,0.780720,8
2023,Mexico City,7,-0.200033,7
2023,Mexico City,7,-0.133631,7
2023,Mexico City,7,-0.133631,7
2023,Mexico City,7,0.000000,7
2023,Mexico City,7,0.440534,7
2023,Mexico City,7,0.709208,7
2023,Mexico City,6,-0.117698,6
2023,Mexico City,6,0.264820,6
2023,Mexico City,6,0.441367,6
2023,Miami,16,0.182892,16
2023,Miami,15,-0.330948,15
2023,Miami,15,0.193030,15
2023,Miami,15,0.209115,15
2023,Miami,15,0.309482,15
2023,Miami,15,0.439678,15
2023,Miami,14,-0.194478,14
2023,Miami,14,-0.068509,14
2023,Miami,14,0.108289,14
2023,Miami,14,0.158416,14
2023,Miami,14,0.436567,14
2023,Miami,13,-0.414948,13
2023,Miami,13,-0.215773,13
2023,Miami,13,-0.057851,13
2023,Miami,13,0.105120,13
2023,Miami,13,0.229736,13
2023,Miami,13,0.365888,13
2023,Miami,12,-0.257506,12
2023,Miami,12,-0.234066,12
2023,Miami,12,-0.218315,12
2023,Miami,12,-0.070424,12
2023,Miami,12,-0.007018,12
2023,Miami,12,0.267431,12
2023,Miami,12,0.388667,12
2023,Miami,11,-0.578006,11
2023,Miami,11,-0.246578,11
2023,Miami,11,-0.027335,11
2023,Miami,11,0.027335,11
2023,Miami,11,0.302765,11
2023,Miami,11,0.377036,11
2023,Miami,11,0.394512,11
2023,Miami,11,0.548986,11
2023,Miami,11,0.651339,11
2023,Miami,10,-0.337449,10
2023,Miami,10,-0.233874,10
2023,Miami,10,0.140247,10
2023,Miami,10,0.386455,10
2023,Miami,10,0.750366,10
2023,Miami,9,0.431291,9
2023,Miami,9,0.695015,9
2023,Miami,8,0.463713,8
2023,Miami,8,0.463713,8
2023,Miami,8,0.654654,8
2023,Miami,8,0.872872,8
2023,Miami,8,0.872872,8
2023,Miami,7,-0.118217,7
2023,Miami,7,-0.019703,7
2023,Miami,7,0.748705,7
2023,Miami,6,0.941124,6
2023,Miami,6,0.941124,6
2023,Miami,5,0.894427,5
2023,Monaco,16,-0.128914,16
2023,Monaco,15,-0.635965,15
2023,Monaco,15,-0.445379,15
2023,Monaco,15,-0.038813,15
2023,Monaco,15,-0.019389,15
2023,Monaco,15,0.076640,15
2023,Monaco,15,0.187877,15
2023,Monaco,15,0.314629,15
2023,Monaco,14,-0.068148,14
2023,Monaco,14,0.210346,14
2023,Monaco,13,-0.480108,13
2023,Monaco,13,-0.037155,13
2023,Monaco,13,0.104700,13
2023,Monaco,13,0.181568,13
2023,Monaco,13,0.248289,13
2023,Monaco,13,0.290170,13
2023,Monaco,12,-0.115084,12
2023,Monaco,12,0.037537,12
2023,Monaco,12,0.087370,12
2023,Monaco,12,0.257011,12
2023,Monaco,12,0.279933,12
2023,Monaco,12,0.454617,12
2023,Monaco,12,0.529691,12
2023,Monaco,11,-0.471940,11
2023,Monaco,11,0.005781,11
2023,Monaco,11,0.161874,11
2023,Monaco,11,0.221114,11
2023,Monaco,11,0.440997,11
2023,Monaco,11,0.539360,11
2023,Monaco,11,0.539360,11
2023,Monaco,11,0.644250,11
2023,Monaco,10,0.077850,10
2023,Monaco,8,0.545545,8
2023,Monaco,6,0.169031,6
2023,Monaco,5,0.223607,5
2023,Monaco,5,0.223607,5
2023,Monaco,5,0.632456,5
2023,Monaco,5,0.790569,5
2023,Monaco,5,0.790569,5
2023,Qatar,16,-0.076360,16
2023,Qatar,14,-0.289558,14
2023,Qatar,14,-0.120687,14
2023,Qatar,14,0.033524,14
2023,Qatar,14,0.283544,14
2023,Qatar,13,-0.204814,13
2023,Qatar,13,-0.182369,13
2023,Qatar,13,-0.047696,13
2023,Qatar,13,0.011320,13
2023,Qatar,13,0.382096,13
2023,Qatar,12,-0.392947,12
2023,Qatar,12,-0.301725,12
2023,Qatar,12,0.262526,12
2023,Qatar,12,0.311354,12
2023,Qatar,12,0.469682,12
2023,Qatar,12,0.596879,12
2023,Qatar,11,0.027981,11
2023,Qatar,11,0.111130,11
2023,Qatar,11,0.149233,11
2023,Qatar,10,0.203101,10
2023,Qatar,10,0.354779,10
2023,Qatar,10,0.382782,10
2023,Qatar,10,0.401493,10
2023,Qatar,10,0.650459,10
2023,Qatar,10,0.670849,10
2023,Qatar,9,-0.316228,9
2023,Qatar,9,0.075633,9
2023,Qatar,9,0.076948,9
2023,Qatar,9,0.218495,9
2023,Qatar,9,0.310530,9
2023,Qatar,9,0.393292,9
2023,Qatar,9,0.472612,9
2023,Qatar,8,0.271791,8
2023,Qatar,8,0.443122,8
2023,Qatar,7,0.144150,7
2023,Qatar,7,0.270281,7
2023,Qatar,7,0.763763,7
2023,Qatar,6,-0.794461,6
2023,Qatar,6,-0.144943,6
2023,Qatar,6,0.115954,6
2023,Qatar,6,0.428571,6
2023,Qatar,6,0.657143,6
2023,Qatar,6,0.840668,6
2023,Qatar,5,0.359092,5
2023,Qatar,5,0.410391,5
2023,Qatar,5,0.894427,5
2023,Qatar,5,0.900000,5
2023,Saudi Arabian,15,-0.628252,15
2023,Saudi Arabian,15,-0.434233,15
2023,Saudi Arabian,15,-0.431847,15
2023,Saudi Arabian,15,-0.024021,15
2023,Saudi Arabian,15,-0.023185,15
2023,Saudi Arabian,15,0.164928,15
2023,Saudi Arabian,14,-0.580132,14
2023,Saudi Arabian,14,-0.483809,14
2023,Saudi Arabian,14,0.151158,14
2023,Saudi Arabian,14,0.217036,14
2023,Saudi Arabian,13,-0.306519,13
2023,Saudi Arabian,13,-0.240910,13
2023,Saudi Arabian,13,0.076524,13
2023,Saudi Arabian,12,0.189574,12
2023,Saudi Arabian,12,0.431411,12
2023,Saudi Arabian,12,0.536266,12
2023,Saudi Arabian,12,0.599858,12
2023,Saudi Arabian,11,0.453782,11
2023,Saudi Arabian,11,0.471940,11
2023,Saudi Arabian,11,0.474435,11
2023,Saudi Arabian,11,0.516908,11
2023,Saudi Arabian,11,0.565643,11
2023,Saudi Arabian,11,0.606780,11
2023,Saudi Arabian,11,0.722652,11
