anno,gara,n_piloti,rho_block,peso
2023,Saudi Arabian,10,0.258045,10
2023,Saudi Arabian,10,0.386455,10
2023,Saudi Arabian,10,0.900899,10
2023,Saudi Arabian,9,0.387970,9
2023,Saudi Arabian,9,0.707475,9
2023,Saudi Arabian,9,0.730297,9
2023,Saudi Arabian,8,0.294617,8
2023,Saudi Arabian,8,0.613786,8
2023,Saudi Arabian,8,0.675164,8
2023,Saudi Arabian,8,0.716268,8
2023,Saudi Arabian,8,0.732589,8
2023,Saudi Arabian,5,0.782624,5
2023,Singapore,13,-0.336413,13
2023,Singapore,13,-0.245182,13
2023,Singapore,13,0.011628,13
2023,Singapore,13,0.040767,13
2023,Singapore,12,0.453422,12
2023,Singapore,11,0.167697,11
2023,Singapore,10,0.587198,10
2023,Singapore,9,-0.091287,9
2023,Singapore,9,0.806779,9
2023,Singapore,8,0.109109,8
2023,Singapore,8,0.572822,8
2023,Singapore,7,0.133631,7
2023,Singapore,7,0.400892,7
2023,Singapore,6,-0.678935,6
2023,Singapore,6,-0.462910,6
2023,Singapore,6,-0.246885,6
2023,Singapore,6,-0.061721,6
2023,Singapore,6,-0.061721,6
2023,Singapore,6,0.061721,6
2023,Singapore,6,0.092582,6
2023,Singapore,6,0.185164,6
2023,Singapore,6,0.401189,6
2023,Singapore,6,0.555492,6
2023,Singapore,5,0.632456,5
2023,Singapore,5,0.688247,5
2023,Singapore,5,0.790569,5
2023,Spanish,16,0.363102,16
2023,Spanish,15,0.044723,15
2023,Spanish,15,0.064633,15
2023,Spanish,15,0.180842,15
2023,Spanish,15,0.256736,15
2023,Spanish,15,0.299016,15
2023,Spanish,15,0.389945,15
2023,Spanish,15,0.423705,15
2023,Spanish,15,0.432529,15
2023,Spanish,15,0.445651,15
2023,Spanish,15,0.495072,15
2023,Spanish,15,0.517459,15
2023,Spanish,15,0.603404,15
2023,Spanish,14,0.125829,14
2023,Spanish,14,0.200220,14
2023,Spanish,14,0.269318,14
2023,Spanish,14,0.416301,14
2023,Spanish,14,0.465788,14
2023,Spanish,14,0.589857,14
2023,Spanish,14,0.671833,14
2023,Spanish,14,0.745592,14
2023,Spanish,13,-0.093924,13
2023,Spanish,13,0.127074,13
2023,Spanish,13,0.259313,13
2023,Spanish,13,0.297112,13
2023,Spanish,13,0.432509,13
2023,Spanish,13,0.463452,13
2023,Spanish,13,0.490360,13
2023,Spanish,13,0.491039,13
2023,Spanish,13,0.551266,13
2023,Spanish,13,0.587278,13
2023,Spanish,13,0.636366,13
2023,Spanish,13,0.681464,13
2023,Spanish,12,0.073685,12
2023,Spanish,12,0.084211,12
2023,Spanish,12,0.192984,12
2023,Spanish,12,0.284212,12
2023,Spanish,12,0.288740,12
2023,Spanish,12,0.310418,12
2023,Spanish,12,0.403511,12
2023,Spanish,12,0.425313,12
2023,Spanish,12,0.488583,12
2023,Spanish,12,0.571933,12
2023,Spanish,12,0.605649,12
2023,Spanish,12,0.613780,12
2023,Spanish,11,0.229367,11
2023,Spanish,11,0.259682,11
2023,Spanish,11,0.501183,11
2023,Spanish,10,-0.182930,10
2023,Spanish,10,0.426586,10
2023,Spanish,9,0.224271,9
2023,Spanish,9,0.345033,9
2023,Spanish,9,0.349749,9
2023,Spanish,9,0.357528,9
2023,Spanish,9,0.468191,9
2023,Spanish,8,-0.293715,8
2023,Spanish,8,0.494663,8
2023,Spanish,7,-0.090094,7
2023,Spanish,6,0.666737,6
2023,Spanish,5,-0.263523,5
2023,Spanish,5,0.158114,5
2023,São Paulo,14,0.383108,14
2023,São Paulo,14,0.577446,14
2023,São Paulo,14,0.699130,14
2023,São Paulo,14,0.913737,14
2023,São Paulo,13,0.332449,13
2023,São Paulo,13,0.336555,13
2023,São Paulo,13,0.358860,13
2023,São Paulo,13,0.361382,13
2023,São Paulo,13,0.388969,13
2023,São Paulo,13,0.444142,13
2023,São Paulo,13,0.502073,13
2023,São Paulo,13,0.521384,13
2023,São Paulo,13,0.537936,13
2023,São Paulo,13,0.540185,13
2023,São Paulo,13,0.549732,13
2023,São Paulo,13,0.617936,13
2023,São Paulo,13,0.667592,13
2023,São Paulo,13,0.772880,13
2023,São Paulo,12,-0.010601,12
2023,São Paulo,12,0.207384,12
2023,São Paulo,12,0.242107,12
2023,São Paulo,12,0.332174,12
2023,São Paulo,12,0.347371,12
2023,São Paulo,12,0.371932,12
2023,São Paulo,12,0.628716,12
2023,São Paulo,12,0.629011,12
2023,São Paulo,12,0.680802,12
2023,São Paulo,12,0.721849,12
2023,São Paulo,12,0.731490,12
2023,São Paulo,11,0.023044,11
2023,São Paulo,11,0.228313,11
2023,São Paulo,11,0.292240,11
2023,São Paulo,11,0.566874,11
2023,São Paulo,11,0.580701,11
2023,São Paulo,11,0.649832,11
2023,São Paulo,11,0.733976,11
2023,São Paulo,10,-0.097312,10
2023,São Paulo,10,0.443129,10
2023,São Paulo,10,0.458735,10
2023,São Paulo,10,0.518607,10
2023,São Paulo,10,0.561825,10
2023,São Paulo,10,0.617763,10
2023,São Paulo,10,0.696339,10
2023,São Paulo,9,-0.183618,9
2023,São Paulo,9,0.084758,9
2023,São Paulo,9,0.151266,9
2023,São Paulo,9,0.207020,9
2023,São Paulo,9,0.324893,9
2023,São Paulo,9,0.514809,9
2023,São Paulo,9,0.801752,9
2023,São Paulo,8,-0.150188,8
2023,São Paulo,8,0.052164,8
2023,São Paulo,8,0.208687,8
2023,São Paulo,8,0.922172,8
2023,São Paulo,7,0.750000,7
2023,São Paulo,6,-0.151794,6
2023,São Paulo,5,-1.000000,5
2023,São Paulo,5,0.670820,5
2023,São Paulo,5,0.802955,5
2023,United States,17,0.661343,17
2023,United States,16,0.559369,16
2023,United States,15,0.557351,15
2023,United States,15,0.593728,15
2023,United States,15,0.651748,15
2023,United States,15,0.716207,15
2023,United States,15,0.747317,15
2023,United States,14,0.500554,14
2023,United States,14,0.576165,14
2023,United States,14,0.593168,14
2023,United States,14,0.608603,14
2023,United States,14,0.626244,14
2023,United States,14,0.637269,14
2023,United States,14,0.657843,14
2023,United States,14,0.761597,14
2023,United States,13,0.196924,13
2023,United States,13,0.371555,13
2023,United States,13,0.491720,13
2023,United States,13,0.651458,13
2023,United States,12,0.185966,12
2023,United States,12,0.301032,12
2023,United States,12,0.330442,12
2023,United States,12,0.460463,12
2023,United States,12,0.554389,12
2023,United States,12,0.846144,12
2023,United States,12,0.847112,12
2023,United States,11,-0.105024,11
2023,United States,11,0.250570,11
2023,United States,11,0.452060,11
2023,United States,11,0.534252,11
2023,United States,11,0.625577,11
2023,United States,11,0.676213,11
2023,United States,11,0.696536,11
2023,United States,11,0.887415,11
2023,United States,10,0.440565,10
2023,United States,10,0.852825,10
2023,United States,9,0.782217,9
2023,United States,8,0.463713,8
2023,United States,8,0.654654,8
2023,United States,8,0.740674,8
2023,United States,8,0.849805,8
2023,United States,8,0.896127,8
2023,United States,7,0.667124,7
2023,United States,6,0.231908,6
2024,Abu Dhabi,16,0.296024,16
2024,Abu Dhabi,16,0.299190,16
2024,Abu Dhabi,16,0.456554,16
2024,Abu Dhabi,16,0.471282,16
2024,Abu Dhabi,16,0.653904,16
2024,Abu Dhabi,16,0.668631,16
2024,Abu Dhabi,15,0.236348,15
2024,Abu Dhabi,14,0.244764,14
2024,Abu Dhabi,14,0.267621,14
2024,Abu Dhabi,14,0.308371,14
2024,Abu Dhabi,14,0.471888,14
2024,Abu Dhabi,14,0.532454,14
2024,Abu Dhabi,14,0.568283,14
2024,Abu Dhabi,14,0.609031,14
2024,Abu Dhabi,14,0.665944,14
2024,Abu Dhabi,14,0.729679,14
2024,Abu Dhabi,14,0.861236,14
2024,Abu Dhabi,14,0.915817,14
2024,Abu Dhabi,13,0.077242,13
2024,Abu Dhabi,13,0.148556,13
2024,Abu Dhabi,13,0.201103,13
2024,Abu Dhabi,13,0.567495,13
2024,Abu Dhabi,13,0.653789,13
2024,Abu Dhabi,13,0.752464,13
2024,Abu Dhabi,13,0.757579,13
2024,Abu Dhabi,12,-0.014060,12
2024,Abu Dhabi,12,0.512396,12
2024,Abu Dhabi,12,0.529375,12
2024,Abu Dhabi,12,0.643146,12
2024,Abu Dhabi,12,0.820575,12
2024,Abu Dhabi,11,0.333337,11
2024,Abu Dhabi,11,0.456716,11
2024,Abu Dhabi,11,0.601246,11
2024,Abu Dhabi,11,0.606373,11
2024,Abu Dhabi,11,0.654478,11
2024,Abu Dhabi,11,0.708825,11
2024,Abu Dhabi,11,0.726035,11
2024,Abu Dhabi,10,0.446091,10
2024,Abu Dhabi,10,0.589692,10
2024,Abu Dhabi,10,0.664972,10
2024,Abu Dhabi,9,0.217832,9
2024,Abu Dhabi,9,0.287143,9
2024,Abu Dhabi,9,0.596660,9
2024,Abu Dhabi,9,0.806751,9
2024,Abu Dhabi,7,0.236433,7
2024,Abu Dhabi,7,0.757240,7
2024,Abu Dhabi,6,-0.169031,6
2024,Abu Dhabi,6,-0.169031,6
2024,Abu Dhabi,5,0.632456,5
2024,Australian,15,-0.360214,15
2024,Australian,15,-0.282638,15
2024,Australian,15,-0.021603,15
2024,Australian,15,0.250233,15
2024,Australian,15,0.561138,15
2024,Australian,14,-0.228646,14
2024,Australian,14,-0.084355,14
2024,Australian,14,0.064161,14
2024,Australian,14,0.176995,14
2024,Australian,14,0.466172,14
2024,Australian,14,0.548685,14
2024,Australian,13,-0.175011,13
2024,Australian,13,0.227155,13
2024,Australian,12,-0.148154,12
2024,Australian,12,-0.130285,12
2024,Australian,12,-0.074077,12
2024,Australian,12,0.014110,12
2024,Australian,12,0.176061,12
2024,Australian,11,-0.078349,11
2024,Australian,11,0.046087,11
2024,Australian,11,0.078532,11
2024,Australian,11,0.182315,11
2024,Australian,11,0.193116,11
2024,Australian,11,0.204221,11
2024,Australian,11,0.230437,11
2024,Australian,11,0.276524,11
2024,Australian,11,0.315797,11
2024,Australian,11,0.324204,11
2024,Australian,11,0.495434,11
2024,Australian,11,0.502352,11
2024,Australian,11,0.508021,11
2024,Australian,10,-0.165657,10
2024,Australian,10,-0.054711,10
2024,Australian,10,-0.024391,10
2024,Australian,10,0.220283,10
2024,Australian,10,0.500009,10
2024,Australian,10,0.654462,10
2024,Australian,9,-0.184880,9
2024,Australian,9,0.000000,9
2024,Australian,9,0.042563,9
2024,Australian,9,0.235302,9
2024,Australian,9,0.544804,9
2024,Australian,8,-0.011976,8
2024,Australian,8,0.095238,8
2024,Australian,7,-0.112272,7
2024,Australian,7,0.449089,7
2024,Austrian,15,0.618721,15
2024,Austrian,15,0.644586,15
2024,Austrian,15,0.741940,15
2024,Austrian,15,0.843818,15
2024,Austrian,14,0.051114,14
2024,Austrian,14,0.256929,14
2024,Austrian,14,0.429991,14
2024,Austrian,14,0.455762,14
2024,Austrian,14,0.504964,14
2024,Austrian,14,0.695252,14
2024,Austrian,14,0.716202,14
2024,Austrian,14,0.753910,14
2024,Austrian,14,0.836302,14
2024,Austrian,13,0.154271,13
2024,Austrian,13,0.314051,13
2024,Austrian,13,0.316806,13
2024,Austrian,13,0.367409,13
2024,Austrian,13,0.382820,13
2024,Austrian,13,0.416079,13
2024,Austrian,13,0.422790,13
2024,Austrian,13,0.438624,13
2024,Austrian,13,0.457323,13
2024,Austrian,13,0.463452,13
2024,Austrian,13,0.550966,13
2024,Austrian,13,0.595147,13
2024,Austrian,13,0.615178,13
2024,Austrian,13,0.650963,13
2024,Austrian,13,0.683198,13
2024,Austrian,13,0.720246,13
2024,Austrian,13,0.747593,13
2024,Austrian,13,0.791731,13
2024,Austrian,13,0.822076,13
2024,Austrian,13,0.848079,13
2024,Austrian,12,0.273686,12
2024,Austrian,12,0.550881,12
2024,Austrian,12,0.578274,12
2024,Austrian,12,0.752692,12
2024,Austrian,12,0.814040,12
2024,Austrian,12,0.824566,12
2024,Austrian,12,0.866672,12
2024,Austrian,11,0.271717,11
2024,Austrian,11,0.391801,11
2024,Austrian,11,0.498868,11
2024,Austrian,11,0.659054,11
2024,Austrian,11,0.794529,11
2024,Austrian,10,0.198950,10
2024,Austrian,10,0.233550,10
2024,Austrian,10,0.601826,10
2024,Austrian,10,0.611647,10
2024,Austrian,10,0.768037,10
2024,Austrian,10,0.826752,10
2024,Austrian,9,-0.273861,9
2024,Austrian,9,0.453798,9
2024,Austrian,8,-0.109109,8
2024,Austrian,8,0.109109,8
2024,Austrian,8,0.698846,8
2024,Austrian,8,0.845594,8
2024,Austrian,8,0.970077,8
2024,Austrian,7,-0.337100,7
2024,Austrian,7,-0.267261,7
2024,Austrian,7,0.163663,7
2024,Austrian,7,0.714286,7
2024,Austrian,7,0.981981,7
2024,Austrian,5,0.051299,5
2024,Austrian,5,0.223607,5
2024,Austrian,5,0.974679,5
2024,Azerbaijan,15,0.556561,15
2024,Azerbaijan,14,0.256643,14
2024,Azerbaijan,14,0.501665,14
2024,Azerbaijan,13,0.762443,13
2024,Azerbaijan,12,-0.144626,12
2024,Azerbaijan,12,0.154659,12
2024,Azerbaijan,12,0.225358,12
2024,Azerbaijan,12,0.226923,12
2024,Azerbaijan,12,0.403418,12
2024,Azerbaijan,12,0.478885,12
2024,Azerbaijan,12,0.552255,12
2024,Azerbaijan,12,0.680802,12
2024,Azerbaijan,12,0.725357,12
2024,Azerbaijan,12,0.797902,12
2024,Azerbaijan,11,0.068810,11
2024,Azerbaijan,11,0.315797,11
2024,Azerbaijan,11,0.368699,11
2024,Azerbaijan,11,0.485052,11
2024,Azerbaijan,11,0.873621,11
2024,Azerbaijan,11,0.889946,11
2024,Azerbaijan,10,0.115856,10
2024,Azerbaijan,10,0.263008,10
2024,Azerbaijan,10,0.294153,10
2024,Azerbaijan,10,0.409803,10
2024,Azerbaijan,9,-0.571449,9
2024,Azerbaijan,9,-0.364459,9
2024,Azerbaijan,9,0.075955,9
2024,Azerbaijan,9,0.302765,9
2024,Azerbaijan,9,0.356348,9
2024,Azerbaijan,9,0.362898,9
2024,Azerbaijan,9,0.462201,9
2024,Azerbaijan,9,0.635685,9
2024,Azerbaijan,8,-0.431145,8
2024,Azerbaijan,8,0.578355,8
2024,Azerbaijan,8,0.710895,8
2024,Bahrain,18,0.303314,18
2024,Bahrain,18,0.604244,18
2024,Bahrain,18,0.627007,18
2024,Bahrain,18,0.665635,18
2024,Bahrain,18,0.710815,18
2024,Bahrain,17,0.514149,17
2024,Bahrain,17,0.576522,17
2024,Bahrain,17,0.640051,17
2024,Bahrain,17,0.769518,17
2024,Bahrain,16,0.284873,16
2024,Bahrain,16,0.354509,16
2024,Bahrain,16,0.445430,16
2024,Bahrain,16,0.545057,16
2024,Bahrain,16,0.548675,16
2024,Bahrain,16,0.565318,16
2024,Bahrain,16,0.653879,16
2024,Bahrain,15,0.165024,15
2024,Bahrain,15,0.773314,15
2024,Bahrain,14,0.610299,14
2024,Bahrain,14,0.610808,14
2024,Bahrain,14,0.795171,14
2024,Bahrain,13,0.356359,13
2024,Bahrain,13,0.567119,13
2024,Bahrain,13,0.634167,13
2024,Bahrain,13,0.657451,13
2024,Bahrain,13,0.814433,13
2024,Bahrain,13,0.821121,13
2024,Bahrain,12,0.418283,12
2024,Bahrain,12,0.453115,12
2024,Bahrain,12,0.461279,12
2024,Bahrain,12,0.499205,12
2024,Bahrain,12,0.643243,12
2024,Bahrain,12,0.648966,12
2024,Bahrain,12,0.909804,12
2024,Bahrain,11,0.769659,11
2024,Bahrain,10,0.440386,10
2024,Bahrain,10,0.642229,10
2024,Bahrain,10,0.750858,10
2024,Bahrain,10,0.789024,10
2024,Bahrain,9,0.307794,9
2024,Bahrain,8,0.731925,8
2024,Bahrain,8,0.898220,8
2024,Bahrain,7,0.490990,7
2024,Bahrain,7,0.610786,7
2024,Bahrain,6,0.154303,6
2024,Bahrain,6,0.579771,6
2024,Bahrain,5,0.158114,5
2024,Bahrain,5,0.223607,5
2024,Belgian,14,0.470203,14
2024,Belgian,14,0.523184,14
2024,Belgian,14,0.687303,14
2024,Belgian,14,0.830952,14
2024,Belgian,12,0.017575,12
2024,Belgian,12,0.052725,12
2024,Belgian,12,0.175439,12
2024,Belgian,12,0.342657,12
2024,Belgian,12,0.676008,12
2024,Belgian,11,-0.146120,11
2024,Belgian,11,-0.054795,11
2024,Belgian,11,0.041096,11
2024,Belgian,11,0.195900,11
2024,Belgian,11,0.254545,11
2024,Belgian,11,0.385337,11
2024,Belgian,11,0.545455,11
2024,Belgian,11,0.563636,11
2024,Belgian,11,0.738043,11
2024,Belgian,10,0.272727,10
2024,Belgian,10,0.454545,10
2024,Belgian,9,-0.008404,9
2024,Belgian,9,0.384742,9
2024,Belgian,9,0.581388,9
2024,Belgian,8,-0.216883,8
2024,Belgian,8,0.109109,8
2024,Belgian,8,0.448559,8
2024,Belgian,7,0.498012,7
2024,Belgian,7,0.571429,7
2024,Belgian,6,0.617914,6
2024,Belgian,6,0.706188,6
2024,British,17,-0.191383,17
2024,British,16,-0.292598,16
2024,British,16,-0.070333,16
2024,British,16,0.112533,16
2024,British,16,0.149302,16
2024,British,16,0.209436,16
2024,British,15,0.083740,15
2024,British,14,-0.274319,14
2024,British,14,0.115742,14
2024,British,14,0.352358,14
2024,British,11,0.356753,11
2024,British,9,0.000000,9
2024,Canadian,10,-0.393893,10
2024,Canadian,10,0.184637,10
2024,Canadian,9,-0.512989,9
2024,Canadian,8,0.110481,8
2024,Canadian,8,0.220896,8
2024,Canadian,7,0.299392,7
2024,Canadian,7,0.630656,7
2024,Canadian,7,0.954994,7
2024,Canadian,6,-0.753702,6
2024,Canadian,6,0.898645,6
2024,Canadian,5,0.153897,5
2024,Chinese,16,0.000000,16
2024,Chinese,15,-0.044305,15
2024,Chinese,15,0.461069,15
2024,Chinese,15,0.644340,15
2024,Chinese,14,-0.021402,14
2024,Chinese,13,-0.421685,13
2024,Chinese,13,0.058584,13
2024,Chinese,13,0.113039,13
2024,Chinese,13,0.464137,13
2024,Chinese,13,0.624899,13
2024,Chinese,13,0.679947,13
2024,Chinese,13,0.713663,13
2024,Chinese,12,-0.253790,12
2024,Chinese,12,0.101707,12
2024,Chinese,12,0.324483,12
2024,Chinese,11,0.212999,11
2024,Chinese,11,0.609157,11
2024,Chinese,11,0.795361,11
2024,Chinese,10,0.282300,10
2024,Chinese,10,0.605316,10
2024,Chinese,10,0.742387,10
2024,Chinese,10,0.784085,10
2024,Chinese,9,0.203419,9
2024,Chinese,9,0.219089,9
2024,Chinese,9,0.358492,9
2024,Chinese,9,0.491596,9
2024,Chinese,9,0.727825,9
2024,Chinese,9,0.876794,9
2024,Chinese,7,0.036037,7
2024,Chinese,6,-0.028571,6
2024,Chinese,5,-0.300000,5
2024,Dutch,16,0.079646,16
2024,Dutch,16,0.650958,16
2024,Dutch,16,0.656831,16
2024,Dutch,16,0.762194,16
2024,Dutch,16,0.837527,16
2024,Dutch,15,0.270855,15
2024,Dutch,15,0.289544,15
2024,Dutch,15,0.307006,15
2024,Dutch,15,0.362009,15
2024,Dutch,15,0.393183,15
2024,Dutch,15,0.477639,15
2024,Dutch,15,0.545618,15
2024,Dutch,15,0.579378,15
2024,Dutch,15,0.626580,15
2024,Dutch,15,0.663092,15
2024,Dutch,15,0.721734,15
2024,Dutch,14,0.242291,14
2024,Dutch,14,0.407490,14
2024,Dutch,14,0.455762,14
2024,Dutch,14,0.479648,14
2024,Dutch,14,0.569106,14
2024,Dutch,14,0.576458,14
2024,Dutch,14,0.592512,14
2024,Dutch,14,0.595604,14
2024,Dutch,14,0.633664,14
2024,Dutch,14,0.649734,14
2024,Dutch,14,0.677668,14
2024,Dutch,14,0.711666,14
2024,Dutch,14,0.718668,14
2024,Dutch,14,0.731503,14
2024,Dutch,14,0.756734,14
2024,Dutch,14,0.763880,14
2024,Dutch,14,0.768068,14
2024,Dutch,14,0.800004,14
2024,Dutch,14,0.903086,14
2024,Dutch,14,0.905289,14
2024,Dutch,13,0.107438,13
2024,Dutch,13,0.517908,13
2024,Dutch,13,0.527608,13
2024,Dutch,13,0.577717,13
2024,Dutch,13,0.742779,13
2024,Dutch,12,0.059131,12
2024,Dutch,12,0.475524,12
2024,Dutch,12,0.479861,12
2024,Dutch,12,0.650444,12
2024,Dutch,12,0.671329,12
2024,Dutch,12,0.752674,12
2024,Dutch,12,0.760071,12
2024,Dutch,11,0.213143,11
2024,Dutch,11,0.673871,11
2024,Dutch,11,0.674261,11
2024,Dutch,11,0.786245,11
2024,Dutch,11,0.820048,11
2024,Dutch,10,0.460157,10
2024,Dutch,9,0.627209,9
2024,Dutch,7,0.071429,7
2024,Emilia Romagna,17,0.303068,17
2024,Emilia Romagna,16,0.204713,16
2024,Emilia Romagna,16,0.460636,16
2024,Emilia Romagna,16,0.555229,16
2024,Emilia Romagna,16,0.588771,16
2024,Emilia Romagna,16,0.669869,16
2024,Emilia Romagna,16,0.674522,16
2024,Emilia Romagna,16,0.694693,16
2024,Emilia Romagna,16,0.759588,16
2024,Emilia Romagna,16,0.782033,16
2024,Emilia Romagna,15,-0.087735,15
2024,Emilia Romagna,15,0.033989,15
2024,Emilia Romagna,15,0.104876,15
2024,Emilia Romagna,15,0.346775,15
2024,Emilia Romagna,15,0.491552,15
2024,Emilia Romagna,15,0.524621,15
2024,Emilia Romagna,15,0.558140,15
2024,Emilia Romagna,15,0.565296,15
2024,Emilia Romagna,15,0.579607,15
2024,Emilia Romagna,15,0.635633,15
2024,Emilia Romagna,15,0.660108,15
2024,Emilia Romagna,15,0.674420,15
2024,Emilia Romagna,15,0.676891,15
2024,Emilia Romagna,15,0.716204,15
2024,Emilia Romagna,14,0.265656,14
2024,Emilia Romagna,14,0.299680,14
2024,Emilia Romagna,14,0.328195,14
2024,Emilia Romagna,14,0.475950,14
2024,Emilia Romagna,14,0.530838,14
2024,Emilia Romagna,14,0.656389,14
2024,Emilia Romagna,14,0.694601,14
2024,Emilia Romagna,14,0.711455,14
2024,Emilia Romagna,14,0.810575,14
2024,Emilia Romagna,13,0.391186,13
2024,Emilia Romagna,13,0.606669,13
2024,Emilia Romagna,13,0.776709,13
2024,Emilia Romagna,13,0.862262,13
2024,Emilia Romagna,12,0.382458,12
2024,Emilia Romagna,12,0.425918,12
2024,Emilia Romagna,12,0.578951,12
2024,Emilia Romagna,12,0.582460,12
2024,Emilia Romagna,12,0.601063,12
2024,Emilia Romagna,11,-0.105292,11
2024,Emilia Romagna,11,0.114416,11
2024,Emilia Romagna,11,0.128149,11
2024,Emilia Romagna,11,0.382410,11
2024,Emilia Romagna,11,0.409989,11
2024,Emilia Romagna,11,0.568579,11
2024,Emilia Romagna,11,0.735083,11
2024,Emilia Romagna,10,0.332486,10
2024,Emilia Romagna,10,0.623741,10
2024,Emilia Romagna,9,0.574456,9
2024,Emilia Romagna,8,0.479051,8
2024,Hungarian,17,0.598529,17
2024,Hungarian,16,0.585374,16
2024,Hungarian,16,0.592765,16
2024,Hungarian,16,0.693283,16
2024,Hungarian,15,0.495967,15
2024,Hungarian,15,0.515733,15
2024,Hungarian,15,0.569643,15
2024,Hungarian,15,0.600192,15
2024,Hungarian,15,0.700822,15
2024,Hungarian,14,0.311954,14
2024,Hungarian,14,0.438063,14
2024,Hungarian,14,0.460187,14
2024,Hungarian,14,0.469037,14
2024,Hungarian,14,0.539835,14
2024,Hungarian,14,0.772634,14
2024,Hungarian,13,0.217933,13
2024,Hungarian,13,0.255213,13
2024,Hungarian,13,0.493092,13
2024,Hungarian,13,0.510349,13
2024,Hungarian,13,0.512483,13
2024,Hungarian,13,0.548495,13
2024,Hungarian,13,0.662075,13
2024,Hungarian,13,0.847675,13
2024,Hungarian,12,0.000000,12
2024,Hungarian,12,0.376770,12
2024,Hungarian,12,0.524661,12
2024,Hungarian,12,0.531050,12
2024,Hungarian,12,0.597207,12
2024,Hungarian,12,0.727602,12
2024,Hungarian,12,0.766267,12
2024,Hungarian,11,0.000000,11
2024,Hungarian,11,0.104093,11
2024,Hungarian,11,0.109843,11
2024,Hungarian,11,0.148704,11
2024,Hungarian,11,0.332107,11
2024,Hungarian,11,0.519575,11
2024,Hungarian,11,0.565077,11
2024,Hungarian,11,0.584481,11
2024,Hungarian,11,0.634710,11
2024,Hungarian,11,0.704822,11
2024,Hungarian,11,0.769934,11
2024,Hungarian,11,0.780830,11
2024,Hungarian,11,0.849324,11
2024,Hungarian,10,-0.436985,10
2024,Hungarian,10,-0.232148,10
2024,Hungarian,10,0.374697,10
